ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpushare40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_2ccc-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
968554.7,19.85,6.25,244585.2,5.01
968541.64,19.85,6.25,244422.95,5.01
967997.8,19.86,6.26,244812.54,5.02
967997.8,19.86,6.26,244812.34,5.02
967861.84,19.86,6.26,244841.15,5.02
967725.88,19.86,6.26,244799.44,5.02
967725.88,19.86,6.26,244799.24,5.02
967997.91,19.87,6.27,244785.48,5.02
967861.95,19.87,6.27,244785.11,5.02
968130.78,19.87,6.28,244784.91,5.03
967452.01,19.86,6.27,244073.27,5.01
967503.7,19.87,6.27,244130.24,5.01
967555.39,19.87,6.28,244130.24,5.01
967824.22,19.88,6.28,244132.0,5.01
967875.91,19.89,6.29,244132.0,5.02
967739.95,19.89,6.29,244132.0,5.02
967739.95,19.89,6.29,244132.0,5.02
967603.99,19.89,6.29,244132.0,5.02
967603.99,19.89,6.29,244643.84,5.03
967603.99,19.89,6.29,244693.19,5.03
967468.03,19.89,6.29,244693.19,5.03
967468.03,19.89,6.29,244693.0,5.03
967332.07,19.89,6.29,244590.09,5.03
967600.89,19.9,6.3,244590.09,5.03
967404.28,19.89,6.3,244359.81,5.03
967268.32,19.9,6.3,244359.81,5.03
967132.36,19.9,6.3,244364.83,5.03
967401.19,19.91,6.31,244356.5,5.03
967452.88,19.91,6.31,244356.68,5.03
967316.92,19.91,6.31,244402.4,5.03
967585.74,19.92,6.32,244420.15,5.03
967637.43,19.92,6.33,244420.15,5.03
967501.47,19.92,6.33,244570.14,5.04
967553.17,19.93,6.33,244333.59,5.03
967604.86,19.93,6.34,244333.77,5.03
967468.9,19.93,6.34,244333.77,5.03
967520.59,19.94,6.34,244333.77,5.04
967384.63,19.94,6.34,244185.73,5.03
967248.67,19.94,6.34,244185.73,5.03
967112.71,19.94,6.35,244082.56,5.03
967373.42,19.95,6.35,245423.54,5.06
967237.46,19.95,6.36,245423.34,5.06
967101.5,19.95,6.36,245433.6,5.06
967370.32,19.96,6.36,245433.6,5.06
967642.36,19.97,6.37,245433.6,5.06
967976.89,19.98,6.38,245433.6,5.07
968307.62,19.98,6.39,245564.52,5.07
968307.62,19.98,6.39,245564.32,5.07
968171.66,19.99,6.39,245563.95,5.07
968440.49,19.99,6.4,245563.95,5.07
968304.53,19.99,6.4,245597.37,5.07
968304.53,19.99,6.4,245600.65,5.07
968168.57,20.0,6.4,245604.86,5.07
968032.61,20.0,6.4,245585.54,5.07
968327.19,20.0,6.41,245586.44,5.07
968191.23,20.01,6.41,245602.01,5.07
968055.27,20.01,6.41,245602.01,5.08
967919.31,20.01,6.41,245602.01,5.08
968188.14,20.02,6.42,245602.01,5.08
968188.14,20.02,6.42,245663.84,5.08
968456.96,20.02,6.43,245747.66,5.08
968321.0,20.02,6.43,245855.41,5.08
968185.04,20.03,6.43,246010.56,5.09
968236.73,20.03,6.43,245701.57,5.08
968023.78,20.03,6.43,245382.46,5.08
968023.78,20.03,6.43,245382.46,5.08
968075.47,20.03,6.44,245363.96,5.08
967939.51,20.04,6.44,245363.21,5.08
967991.21,20.04,6.44,245389.03,5.08
967991.21,20.04,6.44,245372.06,5.08
968325.74,20.05,6.45,245372.06,5.08
968325.74,20.05,6.45,245319.73,5.08
968594.56,20.06,6.46,245363.52,5.08
968778.28,20.06,6.47,245557.29,5.09
968642.32,20.06,6.47,245454.39,5.08
968944.22,20.07,6.48,248407.78,5.15
969341.03,20.08,6.49,248429.85,5.15
969341.03,20.08,6.49,248326.94,5.14
969278.18,20.08,6.49,247883.6,5.14
969674.98,20.09,6.49,247883.6,5.14
969943.81,20.1,6.5,247895.5,5.14
970278.55,20.11,6.51,248138.42,5.14
970278.55,20.11,6.51,248265.35,5.14
970330.24,20.11,6.52,248388.46,5.15
970566.01,20.12,6.52,248988.98,5.16
970322.05,20.12,6.52,248925.29,5.16
970718.85,20.12,6.53,248906.22,5.16
970718.85,20.12,6.53,249568.69,5.17
970770.54,20.13,6.53,249568.51,5.17
971039.37,20.14,6.54,249568.32,5.18
971373.9,20.14,6.55,249569.02,5.18
971373.9,20.14,6.55,249797.3,5.18
971425.59,20.15,6.55,249796.92,5.18
971153.67,20.15,6.56,249694.02,5.18
971153.67,20.15,6.56,249593.23,5.18
971017.71,20.15,6.56,249626.85,5.18
971040.12,20.15,6.56,251011.4,5.21
971091.81,20.16,6.56,251011.02,5.21
971091.81,20.16,6.56,251011.02,5.21
970955.85,20.16,6.56,251089.04,5.21
970955.85,20.16,6.56,251045.45,5.21
970819.89,20.16,6.57,251028.52,5.21
970819.89,20.16,6.57,251028.67,5.21
970713.53,20.16,6.56,250968.66,5.21
970577.57,20.16,6.57,250954.07,5.21
970846.39,20.17,6.57,251180.06,5.22
970846.39,20.17,6.57,251201.11,5.22
970710.43,20.17,6.57,251356.44,5.22
970979.26,20.18,6.58,251356.25,5.22
971313.79,20.19,6.59,251770.17,5.23
971177.83,20.19,6.59,251785.94,5.23
971229.52,20.19,6.6,251755.09,5.23
971087.84,20.19,6.59,251700.31,5.23
970951.88,20.19,6.6,251700.31,5.23
970815.92,20.19,6.6,251719.27,5.24
971092.38,20.2,6.6,251814.65,5.24
970830.96,20.2,6.6,251434.02,5.23
970695.0,20.2,6.6,251329.18,5.23
970559.04,20.2,6.61,251360.17,5.23
970610.73,20.21,6.61,251360.17,5.23
970474.77,20.21,6.61,251359.8,5.23
970526.46,20.21,6.62,251482.9,5.24
970390.5,20.21,6.62,251482.9,5.24
970453.26,20.22,6.62,251098.36,5.23
970317.3,20.22,6.62,251098.36,5.23
970369.0,20.22,6.63,251132.13,5.23
970637.82,20.23,6.64,251202.71,5.24
970501.86,20.23,6.64,251202.71,5.24
970763.05,20.24,6.64,251517.62,5.24
970998.82,20.25,6.65,251533.7,5.25
970862.86,20.25,6.65,251430.79,5.24
970726.9,20.25,6.65,251388.6,5.24
970726.9,20.25,6.65,251510.06,5.25
970590.94,20.25,6.66,251407.15,5.25
970590.94,20.25,6.66,251556.18,5.25
970906.23,20.26,6.66,251409.79,5.25
971175.06,20.27,6.67,251409.79,5.25
971175.06,20.27,6.67,251404.0,5.25
971061.5,20.27,6.67,251250.92,5.24
971061.5,20.27,6.67,251250.92,5.24
971113.19,20.27,6.68,251374.02,5.25
970977.23,20.28,6.68,251373.65,5.25
971028.92,20.28,6.68,251373.65,5.25
970892.96,20.28,6.69,251354.03,5.25
970757.0,20.28,6.69,251354.03,5.25
970621.04,20.29,6.69,251354.03,5.25
970485.08,20.29,6.69,251354.03,5.25
970349.12,20.29,6.69,251353.66,5.26
970349.12,20.29,6.69,252392.48,5.28
970213.16,20.29,6.69,252857.63,5.29
970580.87,20.3,6.7,255055.7,5.33
970915.4,20.31,6.71,255055.7,5.33
970967.09,20.31,6.72,254857.53,5.33
971282.02,20.32,6.73,254654.92,5.33
971465.73,20.33,6.73,254683.97,5.33
971329.77,20.33,6.73,254683.97,5.33
971329.77,20.33,6.73,254616.39,5.33
970242.09,20.34,6.75,254616.2,5.34
970293.78,20.35,6.75,254616.2,5.34
970157.82,20.35,6.75,254712.71,5.34
970819.98,20.37,6.77,254784.2,5.34
970819.98,20.37,6.77,254590.57,5.34
971096.45,20.37,6.78,254530.45,5.34
970960.49,20.38,6.78,254427.54,5.34
970824.53,20.38,6.78,254479.37,5.34
970824.53,20.38,6.78,254502.3,5.34
971093.35,20.38,6.79,254502.3,5.34
971093.35,20.38,6.79,254652.04,5.35
971490.15,20.39,6.8,254674.57,5.35
971354.19,20.4,6.8,254571.4,5.35
971218.23,20.4,6.8,254571.21,5.35
971281.0,20.4,6.81,254186.66,5.34
971615.53,20.41,6.81,254186.66,5.34
971615.53,20.41,6.81,254083.76,5.34
971667.22,20.41,6.82,254083.94,5.34
971667.22,20.41,6.82,254083.56,5.34
971531.26,20.42,6.82,254083.56,5.34
971373.61,20.41,6.82,254099.13,5.34
971068.97,20.41,6.81,253661.95,5.33
971252.69,20.42,6.82,253661.95,5.33
971116.73,20.42,6.82,253683.14,5.33
971116.73,20.42,6.82,253683.14,5.33
970980.77,20.42,6.82,253683.14,5.33
971032.46,20.42,6.83,253683.14,5.34
970896.5,20.43,6.83,253683.14,5.34
970760.54,20.43,6.83,253767.12,5.34
970624.58,20.43,6.83,253732.96,5.34
970676.27,20.43,6.84,253733.14,5.34
970912.04,20.44,6.84,253081.64,5.33
970714.66,20.44,6.84,252945.2,5.33
970578.7,20.44,6.84,252945.2,5.33
970442.74,20.44,6.84,252928.11,5.33
970306.78,20.44,6.85,252955.23,5.33
970170.82,20.44,6.85,252977.52,5.33
970146.83,20.44,6.85,253191.03,5.34
970330.55,20.45,6.85,253190.66,5.34
970194.59,20.45,6.86,253568.9,5.35
970471.05,20.46,6.86,253518.01,5.34
970126.26,20.45,6.86,253145.81,5.34
969990.3,20.46,6.86,253145.81,5.34
969766.21,20.45,6.86,252776.14,5.33
969630.25,20.46,6.86,252760.06,5.33
969921.48,20.46,6.87,254415.06,5.37
969921.48,20.46,6.87,254414.86,5.37
970205.41,20.47,6.88,254260.6,5.37
970257.1,20.48,6.88,254260.6,5.37
970121.14,20.48,6.88,254301.31,5.37
970389.97,20.49,6.89,254301.31,5.37
970724.5,20.49,6.9,254300.94,5.37
970776.19,20.5,6.9,254398.56,5.37
970325.5,20.49,6.9,253860.54,5.36
970189.54,20.49,6.9,253791.8,5.36
970053.58,20.5,6.9,253774.83,5.36
969917.62,20.5,6.9,253774.83,5.36
970189.65,20.51,6.91,253774.83,5.36
970241.35,20.51,6.91,253774.83,5.36
970043.97,20.51,6.91,253774.68,5.36
970043.97,20.51,6.91,253722.18,5.36
970312.79,20.51,6.92,253722.18,5.36
970364.48,20.52,6.92,253616.49,5.36
970416.17,20.52,6.93,253616.67,5.36
970651.94,20.53,6.94,253631.8,5.36
970986.48,20.54,6.94,253631.42,5.37
970850.52,20.54,6.95,253642.98,5.37
970843.99,20.55,6.95,253342.91,5.36
970708.03,20.55,6.95,253419.5,5.36
970572.07,20.55,6.95,253419.37,5.37
970300.15,20.55,6.96,253419.37,5.37
969848.73,20.55,6.95,252848.75,5.36
969878.04,20.55,6.95,252790.73,5.36
969929.73,20.55,6.96,252790.91,5.36
969981.42,20.56,6.96,252790.91,5.36
969845.46,20.56,6.96,252815.79,5.36
969897.15,20.56,6.97,252815.97,5.36
969761.19,20.57,6.97,252809.87,5.36
969632.7,20.57,6.97,252982.56,5.37
969496.74,20.57,6.97,252982.56,5.37
969360.78,20.57,6.97,252967.44,5.37
969566.01,20.58,6.98,252582.0,5.36
969749.72,20.59,6.99,252581.63,5.36
969749.72,20.59,6.99,252581.63,5.36
969793.94,20.59,6.99,252279.37,5.36
969657.98,20.59,7.0,252311.44,5.36
969709.68,20.6,7.0,252352.12,5.36
969893.39,20.6,7.01,252352.12,5.36
969945.08,20.61,7.01,252352.12,5.36
969996.77,20.61,7.02,252343.77,5.36
969762.43,20.61,7.01,252048.94,5.36
969762.43,20.61,7.01,252078.82,5.36
970103.36,20.62,7.02,251861.96,5.35
970437.9,20.63,7.03,251861.96,5.35
970296.21,20.63,7.03,251798.07,5.35
970565.03,20.64,7.04,251797.69,5.35
970627.8,20.64,7.04,251413.15,5.35
970896.62,20.65,7.05,251414.7,5.35
971172.8,20.66,7.06,251534.19,5.35
971172.8,20.66,7.06,251682.81,5.35
971441.63,20.66,7.07,251686.61,5.35
971441.63,20.66,7.07,251840.97,5.36
971305.67,20.67,7.07,252174.0,5.37
971210.59,20.67,7.07,252016.31,5.36
971074.63,20.67,7.07,251913.41,5.36
970938.67,20.67,7.07,252123.5,5.37
971122.38,20.68,7.08,252123.12,5.37
971174.07,20.68,7.08,252122.21,5.37
971357.79,20.69,7.09,252194.9,5.37
971420.55,20.69,7.1,251810.36,5.36
971472.24,20.7,7.1,251796.66,5.36
971182.57,20.69,7.1,251589.82,5.36
971046.61,20.69,7.1,251948.39,5.37
970910.65,20.69,7.1,251948.39,5.37
970962.34,20.7,7.1,252365.8,5.38
971146.05,20.71,7.11,252612.28,5.39
971197.75,20.71,7.11,252605.05,5.39
971061.79,20.71,7.12,252622.32,5.39
970864.41,20.71,7.11,252559.21,5.39
971133.23,20.72,7.12,252844.92,5.39
971107.93,20.72,7.12,252667.21,5.39
971159.62,20.72,7.13,252910.36,5.4
971494.15,20.73,7.14,252910.36,5.4
971358.19,20.73,7.14,252839.35,5.4
971222.24,20.74,7.14,252814.05,5.4
971086.28,20.74,7.14,252795.48,5.4
970950.32,20.74,7.14,252789.84,5.4
970814.36,20.74,7.14,253109.07,5.41
970814.36,20.74,7.14,253006.16,5.41
970866.05,20.75,7.15,253108.07,5.41
970917.74,20.75,7.15,253231.17,5.41
970917.74,20.75,7.15,253227.77,5.41
971186.56,20.76,7.16,254005.16,5.43
971370.28,20.76,7.17,254114.59,5.43
971234.32,20.77,7.17,254269.93,5.44
971286.01,20.77,7.18,254269.93,5.44
971286.01,20.77,7.18,254714.8,5.45
971150.05,20.77,7.18,255253.39,5.46
971201.74,20.78,7.18,255351.02,5.46
971065.78,20.78,7.18,255337.0,5.46
971065.78,20.78,7.18,255304.12,5.46
971462.59,20.79,7.19,255306.49,5.46
971462.59,20.79,7.19,255309.77,5.46
971326.63,20.79,7.19,255309.77,5.46
971190.67,20.79,7.2,255310.85,5.47
971459.49,20.8,7.2,255675.76,5.47
971728.31,20.81,7.21,255675.56,5.47
971780.01,20.81,7.22,255675.56,5.48
971780.01,20.81,7.22,255672.09,5.48
971644.05,20.81,7.22,256001.43,5.48
971695.74,20.82,7.22,256116.38,5.49
971747.43,20.82,7.23,255779.34,5.48
971611.47,20.82,7.23,255779.14,5.48
971880.29,20.83,7.24,255853.62,5.48
971535.51,20.83,7.23,255676.24,5.48
971630.53,20.83,7.24,255839.14,5.49
971494.57,20.84,7.24,255839.14,5.49
971546.26,20.84,7.24,255884.19,5.49
971880.79,20.85,7.25,255868.63,5.49
971932.48,20.85,7.26,255868.81,5.49
971796.53,20.85,7.26,256238.02,5.5
971660.57,20.86,7.26,256236.78,5.5
971844.28,20.86,7.27,256236.78,5.5
972178.81,20.87,7.28,256236.59,5.5
972513.34,20.88,7.28,256289.95,5.5
972377.39,20.88,7.29,256188.68,5.5
972711.92,20.89,7.29,256188.68,5.5
972980.74,20.9,7.3,256885.49,5.52
973032.43,20.9,7.31,256885.49,5.52
972926.08,20.9,7.31,256885.49,5.52
972790.12,20.9,7.31,256885.49,5.52
972654.16,20.91,7.31,257263.73,5.53
972837.87,20.91,7.32,257260.26,5.53
973073.64,20.92,7.32,257260.07,5.53
973125.33,20.92,7.33,257157.98,5.53
972989.37,20.93,7.33,257230.0,5.53
972853.41,20.93,7.33,257229.81,5.53
972717.45,20.93,7.33,257229.81,5.53
973051.98,20.94,7.34,257231.22,5.54
972916.02,20.94,7.34,257349.45,5.54
972967.72,20.94,7.35,257364.27,5.54
972967.72,20.94,7.35,257364.27,5.54
972831.76,20.95,7.35,257398.01,5.54
973100.58,20.95,7.36,257407.89,5.54
972745.92,20.95,7.35,256904.04,5.53
972609.96,20.95,7.36,256904.04,5.53
972661.66,20.96,7.36,256982.57,5.54
972661.66,20.96,7.36,257049.67,5.54
972845.37,20.96,7.37,257093.77,5.54
973678.22,20.98,7.39,257423.29,5.55
973947.05,20.99,7.39,257426.3,5.55
973403.21,21.0,7.4,257542.08,5.56
973267.25,21.0,7.4,257542.08,5.56
973543.71,21.01,7.41,257050.2,5.55
973595.4,21.01,7.42,257147.83,5.55
973459.44,21.01,7.42,257171.14,5.55
973459.44,21.01,7.42,257171.14,5.55
973793.97,21.02,7.43,257456.89,5.56
973658.01,21.02,7.43,257459.1,5.56
973522.05,21.03,7.43,257479.83,5.56
973790.88,21.03,7.44,258283.33,5.58
973853.64,21.04,7.44,257898.79,5.57
973717.68,21.04,7.44,258005.61,5.57
973581.72,21.04,7.45,258005.23,5.58
973633.42,21.05,7.45,258052.4,5.58
973497.46,21.05,7.45,257949.49,5.58
973497.46,21.05,7.45,257769.54,5.57
973706.03,21.05,7.46,257260.62,5.56
973889.74,21.06,7.46,258190.05,5.58
974184.33,21.07,7.47,258201.61,5.58
974048.37,21.07,7.47,258201.61,5.58
974048.37,21.07,7.47,258195.82,5.58
973912.41,21.07,7.47,258195.82,5.59
973776.45,21.07,7.48,258195.82,5.59
973504.53,21.07,7.48,258204.88,5.59
973773.35,21.08,7.49,258204.88,5.59
974042.18,21.09,7.49,258454.31,5.6
974093.87,21.1,7.5,258454.31,5.6
973957.91,21.1,7.5,259090.65,5.61
974009.6,21.1,7.51,259094.81,5.61
974278.43,21.11,7.51,259106.68,5.61
974593.35,21.12,7.52,258889.99,5.61
974457.39,21.12,7.53,258889.99,5.61
974321.43,21.12,7.53,258889.99,5.61
974373.12,21.13,7.53,259308.36,5.62
974373.12,21.13,7.53,259308.17,5.62
974641.95,21.14,7.54,259274.75,5.62
974693.64,21.14,7.55,259274.75,5.62
974693.64,21.14,7.55,259171.84,5.62
975028.17,21.15,7.55,259193.53,5.62
975296.99,21.16,7.56,259314.09,5.63
975480.71,21.17,7.57,259544.58,5.63
975815.24,21.17,7.58,259819.45,5.64
975679.28,21.18,7.58,259815.98,5.64
975948.11,21.18,7.59,259810.87,5.64
975948.11,21.18,7.59,259810.87,5.64
975948.11,21.18,7.59,259886.63,5.64
975701.34,21.18,7.58,259708.7,5.64
975753.04,21.19,7.59,259708.88,5.64
975611.35,21.18,7.59,259478.08,5.63
975475.39,21.19,7.59,259478.08,5.64
975359.4,21.18,7.59,259317.75,5.63
975223.44,21.19,7.59,259305.23,5.63
975087.48,21.19,7.59,259308.32,5.63
975139.18,21.19,7.6,259220.17,5.63
975003.22,21.19,7.6,259220.43,5.63
975186.93,21.2,7.6,259189.49,5.63
975238.62,21.21,7.61,259182.21,5.64
975125.06,21.21,7.61,259252.04,5.64
974989.1,21.21,7.61,259231.89,5.64
974853.14,21.21,7.61,259230.48,5.64
974717.18,21.21,7.62,259147.18,5.64
974581.22,21.21,7.62,259192.97,5.64
974445.26,21.22,7.62,259188.5,5.64
974889.13,21.23,7.63,259321.87,5.65
975165.59,21.24,7.64,259321.87,5.65
975217.28,21.24,7.64,259348.99,5.65
975268.98,21.25,7.65,259348.99,5.65
975133.02,21.25,7.65,259342.3,5.65
975467.55,21.26,7.66,259342.3,5.65
975353.55,21.25,7.66,259363.76,5.65
975688.09,21.26,7.67,259366.43,5.65
975688.09,21.26,7.67,259551.15,5.66
975542.45,21.26,7.67,259519.53,5.66
975778.22,21.27,7.67,259519.53,5.66
975778.22,21.27,7.67,259520.98,5.66
975778.22,21.27,7.67,259520.92,5.66
976047.05,21.28,7.68,259757.51,5.66
976323.51,21.29,7.69,259757.51,5.66
976187.55,21.29,7.69,259757.32,5.66
975534.79,21.28,7.68,259031.42,5.65
975586.48,21.28,7.69,259031.05,5.65
975638.17,21.29,7.69,259031.05,5.65
975502.21,21.29,7.69,258996.88,5.65
975553.9,21.3,7.7,259271.5,5.66
975605.6,21.3,7.7,259270.76,5.66
975469.64,21.3,7.71,259251.15,5.66
975469.64,21.3,7.71,259294.54,5.66
975469.64,21.3,7.71,259286.0,5.66
975738.46,21.31,7.71,259273.48,5.66
976014.92,21.32,7.72,259306.82,5.66
976198.64,21.33,7.73,259500.6,5.67
976467.46,21.33,7.74,259503.73,5.67
976223.49,21.33,7.73,259359.84,5.67
976223.49,21.33,7.73,259359.84,5.67
976087.53,21.33,7.74,259253.43,5.67
976011.31,21.33,7.74,261563.43,5.72
975875.35,21.34,7.74,261589.41,5.72
976190.28,21.35,7.75,261386.8,5.72
976054.32,21.35,7.75,261327.32,5.72
975918.36,21.35,7.76,261327.32,5.72
975970.05,21.36,7.76,261327.5,5.72
975316.42,21.35,7.75,260628.07,5.7
975650.96,21.36,7.76,260627.88,5.7
975515.0,21.36,7.76,260598.76,5.71
975698.71,21.36,7.77,260598.76,5.71
975562.75,21.37,7.77,260598.76,5.71
975831.58,21.37,7.78,260598.39,5.71
975695.62,21.38,7.78,260598.39,5.71
975695.62,21.38,7.78,260620.39,5.71
975990.2,21.38,7.79,260620.83,5.71
976041.89,21.39,7.79,261009.73,5.72
976093.58,21.39,7.8,261009.73,5.72
975968.7,21.39,7.8,260400.33,5.71
975832.74,21.4,7.8,260523.59,5.71
976101.56,21.4,7.81,260530.14,5.71
976101.56,21.4,7.81,260869.93,5.72
976153.25,21.41,7.81,260869.93,5.72
976153.25,21.41,7.81,260851.4,5.72
976204.95,21.41,7.82,260877.56,5.72
975860.16,21.41,7.81,260432.68,5.71
975724.2,21.41,7.81,260487.52,5.72
975588.24,21.41,7.82,260703.55,5.72
975452.28,21.41,7.82,260839.38,5.73
975438.45,21.42,7.82,260557.16,5.72
975766.29,21.43,7.83,260462.16,5.72
975817.98,21.43,7.83,260462.16,5.72
975682.02,21.43,7.84,260461.79,5.72
975546.06,21.43,7.84,260461.41,5.72
975597.75,21.44,7.84,260461.41,5.72
976181.08,21.45,7.86,260887.54,5.73
976449.91,21.46,7.87,261117.09,5.74
976853.63,21.47,7.88,261117.09,5.74
976853.63,21.47,7.88,261117.09,5.74
977188.37,21.48,7.89,262577.99,5.77
977052.41,21.48,7.89,262577.61,5.77
976916.45,21.49,7.89,262577.61,5.77
976780.49,21.49,7.89,262732.95,5.78
977049.32,21.5,7.9,262660.93,5.78
976913.36,21.5,7.9,262660.93,5.78
977149.13,21.5,7.91,262660.56,5.78
977079.09,21.51,7.91,262723.81,5.78
977079.09,21.51,7.91,262773.65,5.78
977079.09,21.51,7.91,262776.92,5.78
977130.78,21.51,7.92,263048.98,5.79
977130.78,21.51,7.92,263048.98,5.79
976994.82,21.51,7.92,263389.64,5.8
976994.82,21.51,7.92,263377.19,5.8
976858.86,21.52,7.92,263389.52,5.8
976722.9,21.52,7.92,263445.0,5.8
976586.94,21.52,7.92,263451.9,5.81
976863.4,21.53,7.93,263460.76,5.81
976772.25,21.53,7.94,263397.19,5.81
976636.29,21.53,7.94,264053.23,5.82
976687.98,21.54,7.94,264068.12,5.82
976739.67,21.54,7.95,264077.12,5.82
976791.36,21.55,7.95,264077.12,5.83
977060.19,21.56,7.96,264080.54,5.83
977463.91,21.57,7.97,264080.35,5.83
977463.91,21.57,7.97,265597.24,5.86
977732.74,21.57,7.98,265599.67,5.86
978001.56,21.58,7.99,265661.41,5.86
978296.15,21.59,7.99,265679.96,5.86
978160.19,21.59,8.0,265667.04,5.86
978211.88,21.6,8.0,265760.12,5.87
978211.88,21.6,8.0,265644.75,5.86
978211.88,21.6,8.0,265753.16,5.87
978480.7,21.6,8.01,265752.79,5.87
978532.39,21.61,8.01,265752.79,5.87
978396.43,21.61,8.02,265752.79,5.87
978672.9,21.62,8.02,265766.29,5.87
978724.59,21.62,8.03,265758.11,5.87
978996.62,21.63,8.04,265760.04,5.87
978860.66,21.63,8.04,265760.3,5.87
978860.66,21.63,8.04,265760.56,5.87
978724.7,21.64,8.04,265760.56,5.88
978588.74,21.64,8.04,265733.64,5.88
978452.78,21.64,8.04,265733.64,5.88
978452.78,21.64,8.04,265722.25,5.88
978721.61,21.65,8.05,265721.88,5.88
978721.61,21.65,8.05,265804.61,5.88
978905.32,21.66,8.06,265889.24,5.88
978842.82,21.66,8.06,265889.24,5.88
978894.52,21.66,8.06,266074.35,5.89
978758.56,21.66,8.07,266103.83,5.89
978758.56,21.66,8.07,266102.35,5.89
978810.25,21.67,8.07,266161.0,5.89
978674.29,21.67,8.07,266161.0,5.89
978725.98,21.67,8.08,266171.65,5.89
978590.02,21.68,8.08,266337.66,5.9
978641.71,21.68,8.08,266337.28,5.9
978910.54,21.69,8.09,266337.61,5.9
978962.23,21.69,8.1,266396.26,5.9
979013.92,21.7,8.1,266406.81,5.9
979013.92,21.7,8.1,266356.84,5.9
978877.96,21.7,8.1,266351.22,5.9
979146.78,21.71,8.11,266350.84,5.91
979415.61,21.72,8.12,266350.84,5.91
979684.43,21.73,8.13,266576.84,5.91
979736.12,21.73,8.13,266556.81,5.91
979736.12,21.73,8.13,266556.81,5.91
980004.95,21.74,8.14,266631.29,5.91
980056.64,21.74,8.15,266675.34,5.92
979920.68,21.75,8.15,266671.16,5.92
980104.39,21.75,8.16,266632.29,5.92
981854.11,21.79,8.2,267930.43,5.95
981718.15,21.79,8.2,267930.43,5.95
981582.19,21.8,8.2,267930.43,5.95
981446.23,21.8,8.2,267932.17,5.95
981715.06,21.81,8.21,267906.3,5.95
981579.1,21.81,8.21,267940.2,5.95
981324.41,21.8,8.21,267626.5,5.95
981324.41,21.8,8.21,267470.23,5.94
981188.45,21.81,8.21,267470.23,5.94
981251.22,21.81,8.22,267085.69,5.94
981115.26,21.81,8.22,267094.05,5.94
981434.65,21.82,8.23,267270.09,5.94
981298.69,21.82,8.23,267251.63,5.94
981567.52,21.83,8.24,267251.63,5.94
981431.56,21.83,8.24,267288.72,5.95
981431.56,21.83,8.24,267288.72,5.95
982587.36,21.86,8.27,269160.76,5.99
982771.07,21.87,8.27,269185.41,5.99
982635.11,21.87,8.28,269185.41,5.99
982499.15,21.87,8.28,269311.65,6.0
982236.06,21.87,8.27,269000.64,5.99
982100.1,21.87,8.28,269036.14,5.99
981964.14,21.87,8.28,269035.95,5.99
982015.83,21.88,8.28,269407.98,6.0
980928.16,21.89,8.3,269407.79,6.01
980792.2,21.89,8.3,269420.3,6.01
980656.24,21.9,8.3,269420.3,6.02
980707.93,21.9,8.31,269420.3,6.02
980571.97,21.9,8.31,269407.2,6.02
980571.97,21.9,8.31,269485.65,6.02
980436.01,21.91,8.31,269485.65,6.02
980278.36,21.9,8.31,269329.29,6.02
980525.2,21.91,8.32,268692.68,6.0
980389.24,21.91,8.32,268692.68,6.01
980442.73,21.92,8.32,268305.02,6.0
980002.24,21.91,8.32,268293.98,6.0
980053.93,21.92,8.32,268292.77,6.0
980105.62,21.92,8.33,268379.45,6.0
980105.62,21.92,8.33,268379.45,6.0
980374.45,21.93,8.33,268453.93,6.01
980238.49,21.93,8.34,268552.05,6.01
980127.04,21.93,8.34,269419.01,6.03
980178.74,21.94,8.34,269419.19,6.03
980455.2,21.95,8.35,269420.84,6.03
980506.89,21.95,8.35,269439.92,6.03
980370.93,21.95,8.36,269436.96,6.03
980639.75,21.96,8.36,269452.9,6.03
980503.79,21.96,8.37,269608.24,6.04
980563.53,21.96,8.37,275571.99,6.17
980615.23,21.97,8.37,275571.99,6.17
980666.92,21.97,8.38,275643.2,6.18
980666.92,21.97,8.38,275574.46,6.17
980666.92,21.97,8.38,275579.08,6.18
980530.96,21.98,8.38,275796.13,6.18
980807.42,21.98,8.39,275816.39,6.18
980671.46,21.99,8.39,276218.25,6.19
980535.5,21.99,8.39,276218.06,6.19
980399.54,21.99,8.39,276196.39,6.2
980451.23,22.0,8.4,276255.04,6.2
980720.06,22.0,8.41,276261.12,6.2
980720.06,22.0,8.41,276261.12,6.2
980903.77,22.01,8.42,276261.12,6.2
981087.48,22.02,8.42,276219.88,6.2
981271.2,22.03,8.43,276717.23,6.21
981008.11,22.02,8.43,276542.36,6.21
