ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_42dd-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_42dd-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_ratio,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_42dd-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-origin_q124,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_42dd-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_milli,ow_gpuspec20-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_42dd-policy_FGDPredictor1000desharemd6126-de_share-gs_FGDPredictorScore-scmd_6126-bellman_ratio
1198741.12,28.03,1.81,210749.51,4.93
1198741.12,28.03,1.81,210749.51,4.93
1198741.12,28.03,1.81,210749.51,4.93
1198476.57,28.03,1.81,210731.36,4.93
1198542.49,28.04,1.81,210710.0,4.93
1198276.77,28.04,1.81,211256.88,4.94
1198051.47,28.04,1.81,210831.28,4.93
1197818.93,28.04,1.81,210828.83,4.93
1197518.19,28.04,1.81,211199.75,4.94
1197518.19,28.04,1.81,211199.75,4.94
1197441.94,28.04,1.82,211177.04,4.95
1197558.64,28.05,1.82,211222.5,4.95
1197294.08,28.05,1.82,211191.94,4.95
1197033.01,28.05,1.83,211165.68,4.95
1196767.29,28.05,1.83,211734.63,4.96
1196920.02,28.06,1.83,211371.35,4.95
1196654.3,28.06,1.83,212167.62,4.97
1196421.76,28.06,1.83,212170.22,4.98
1196157.2,28.06,1.83,212141.51,4.98
1196157.2,28.06,1.83,212141.51,4.98
1196080.95,28.06,1.84,212133.27,4.98
1196004.7,28.07,1.84,212169.28,4.98
1195621.68,28.06,1.84,211778.1,4.97
1195360.61,28.06,1.84,211752.28,4.97
1195094.89,28.06,1.84,212120.74,4.98
1195272.19,28.07,1.84,212193.4,4.98
1194899.17,28.06,1.84,211871.21,4.98
1194821.75,28.06,1.84,212175.45,4.98
1194438.73,28.06,1.84,212025.44,4.98
1194649.22,28.07,1.84,212030.6,4.98
1194384.66,28.07,1.84,212004.89,4.98
1194001.63,28.06,1.84,212075.08,4.98
1193737.08,28.06,1.84,212017.26,4.98
1193915.54,28.07,1.85,212000.29,4.98
1193915.54,28.07,1.85,211977.79,4.98
1193654.47,28.07,1.85,213372.98,5.02
1193654.47,28.07,1.85,213395.19,5.02
1193421.93,28.07,1.85,213392.74,5.02
1193157.38,28.07,1.85,213364.09,5.02
1193098.81,28.08,1.85,212810.33,5.01
1192834.26,28.08,1.85,212843.87,5.01
1192395.6,28.07,1.84,212393.04,5.0
1193039.04,28.09,1.86,212722.73,5.01
1193039.04,28.09,1.86,212700.52,5.01
1192774.48,28.09,1.86,212667.83,5.01
1192774.48,28.09,1.86,212690.7,5.01
1191716.25,28.09,1.86,212665.83,5.01
1191716.25,28.09,1.86,212646.82,5.01
1191405.2,28.08,1.86,212003.98,5.0
1190685.7,28.07,1.85,211276.29,4.98
1190453.16,28.08,1.85,211275.16,4.98
1190631.63,28.08,1.86,211247.31,4.98
1190631.63,28.08,1.86,211247.31,4.98
1190367.07,28.08,1.86,211304.88,4.99
1190102.51,28.08,1.86,211274.62,4.99
1189719.49,28.08,1.85,211239.68,4.99
1189649.95,28.08,1.86,210801.29,4.98
1189649.95,28.08,1.86,210821.9,4.98
1189490.03,28.08,1.86,210699.29,4.97
1189490.03,28.08,1.86,210687.55,4.97
1189671.98,28.09,1.87,211089.36,4.98
1189602.19,28.09,1.87,211735.86,5.0
1189251.41,28.09,1.87,211370.81,4.99
1189174.0,28.1,1.87,211162.93,4.99
1188790.97,28.09,1.86,211048.9,4.99
1189025.22,28.1,1.87,211987.38,5.01
1188759.34,28.1,1.87,211750.13,5.01
1188472.32,28.1,1.87,211773.58,5.01
1188472.32,28.1,1.87,211773.58,5.01
1188628.32,28.11,1.88,211756.97,5.01
1188628.32,28.11,1.88,211709.37,5.01
1188327.62,28.1,1.88,211406.74,5.0
1188327.62,28.1,1.88,211406.74,5.0
1187944.6,28.09,1.87,211387.14,5.0
1187900.37,28.1,1.87,211397.11,5.0
1188087.19,28.11,1.88,211358.96,5.0
1188010.94,28.11,1.89,211397.86,5.0
1188164.84,28.12,1.89,211368.46,5.0
1187881.3,28.12,1.89,211401.31,5.0
1187881.3,28.12,1.89,211401.31,5.0
1187593.11,28.12,1.89,211372.26,5.0
1187332.04,28.12,1.89,211420.15,5.01
1187254.63,28.12,1.9,211483.67,5.01
1187256.59,28.12,1.9,211499.42,5.01
1187148.76,28.12,1.9,211439.52,5.01
1186767.38,28.11,1.89,211309.22,5.01
1186479.19,28.11,1.89,211486.61,5.01
1186191.01,28.11,1.89,211349.17,5.01
1186252.28,28.12,1.9,212561.47,5.04
1185986.56,28.12,1.9,212606.04,5.04
1185986.56,28.12,1.9,212572.42,5.04
1185986.56,28.12,1.9,212608.11,5.04
1185878.53,28.12,1.89,212505.89,5.04
1185933.72,28.12,1.9,212005.33,5.03
1185723.24,28.12,1.9,211805.36,5.02
1185251.98,28.12,1.89,211567.91,5.02
1185251.98,28.12,1.89,211567.91,5.02
1185462.47,28.12,1.9,211573.47,5.02
1185079.45,28.12,1.9,211544.43,5.02
1184814.89,28.12,1.9,211622.69,5.02
1184550.33,28.12,1.9,211561.48,5.02
1184285.77,28.12,1.9,211529.05,5.02
1184024.7,28.12,1.9,212049.91,5.04
1183777.83,28.12,1.9,211961.91,5.04
1183708.3,28.12,1.9,211523.51,5.03
1183360.54,28.12,1.9,211222.4,5.02
1183128.0,28.12,1.9,211218.49,5.02
1182969.96,28.12,1.9,211083.12,5.02
1183148.43,28.13,1.91,211058.07,5.02
1182883.87,28.13,1.91,211183.04,5.02
1182883.87,28.13,1.91,211183.04,5.02
1182605.63,28.13,1.91,211155.85,5.02
1182668.07,28.13,1.91,211094.19,5.02
1182598.53,28.14,1.92,210655.8,5.01
1182252.0,28.14,1.91,210356.18,5.01
1181990.93,28.14,1.91,210286.74,5.01
1181725.21,28.14,1.91,211276.23,5.03
1181470.21,28.14,1.92,211278.08,5.03
1181470.21,28.14,1.92,211278.08,5.03
1181411.0,28.14,1.92,210933.84,5.02
1181909.8,28.16,1.94,211086.53,5.03
1181938.09,28.16,1.94,211563.66,5.04
1181810.94,28.16,1.94,211462.21,5.04
1181608.08,28.16,1.94,211176.35,5.03
1181608.08,28.16,1.94,211176.35,5.03
1181329.84,28.16,1.94,211380.85,5.04
1179245.4,28.16,1.94,211325.73,5.05
1179177.41,28.17,1.95,211179.57,5.04
1178954.64,28.17,1.95,211359.83,5.05
1178722.11,28.17,1.95,211358.71,5.05
1178722.11,28.17,1.95,211358.71,5.05
1178457.55,28.17,1.95,211328.75,5.05
1178192.99,28.17,1.95,211406.78,5.05
1177928.43,28.17,1.95,211321.79,5.05
1178110.39,28.18,1.96,211323.06,5.05
1177863.52,28.18,1.96,212188.37,5.08
1177578.36,28.18,1.95,211953.71,5.07
1177291.34,28.18,1.95,211926.53,5.07
1177004.32,28.18,1.95,211952.44,5.07
1177160.32,28.18,1.96,211935.56,5.07
1176876.78,28.18,1.96,211917.94,5.07
1176601.63,28.18,1.96,211422.49,5.06
1176514.79,28.19,1.96,211542.42,5.07
1176226.61,28.19,1.96,211713.47,5.07
1176226.61,28.19,1.96,211713.47,5.07
1175843.58,28.18,1.96,211452.75,5.07
1175843.58,28.18,1.96,211452.75,5.07
1175988.43,28.19,1.97,210701.17,5.05
1175700.24,28.19,1.97,210619.01,5.05
1175317.22,28.18,1.96,210725.73,5.05
1175317.22,28.18,1.96,210725.73,5.05
1175317.22,28.18,1.96,210725.73,5.05
1175424.36,28.19,1.97,211651.41,5.08
1175477.03,28.19,1.97,211693.24,5.08
1175432.8,28.2,1.98,211703.21,5.08
1175274.77,28.19,1.97,211567.83,5.08
1175313.58,28.2,1.98,211691.63,5.08
1175313.58,28.2,1.98,211691.63,5.08
1175111.78,28.2,1.98,211586.27,5.08
1174847.22,28.2,1.98,211559.85,5.08
1174847.22,28.2,1.98,211559.85,5.08
1174582.66,28.2,1.98,211541.96,5.08
1174761.13,28.21,1.99,211597.42,5.08
1174500.06,28.21,1.99,211540.4,5.08
1174234.34,28.21,1.99,211806.58,5.09
1174234.34,28.21,1.99,211806.58,5.09
1173946.22,28.2,1.98,211526.93,5.08
1173739.0,28.2,1.98,211221.46,5.07
1173739.0,28.2,1.98,211221.46,5.07
1173355.98,28.19,1.97,211029.64,5.07
1173355.98,28.19,1.97,211029.64,5.07
1173090.26,28.19,1.97,211353.46,5.08
1172932.22,28.19,1.97,211199.92,5.08
1172932.22,28.19,1.97,211199.92,5.08
1172774.19,28.19,1.97,211046.38,5.07
1172774.19,28.19,1.97,211046.38,5.07
1172508.93,28.19,1.97,210877.02,5.07
1172508.93,28.19,1.97,210877.02,5.07
1172464.7,28.19,1.97,210886.98,5.07
1172200.14,28.19,1.97,210846.77,5.07
1171935.59,28.19,1.97,210939.42,5.07
1172114.05,28.2,1.98,210904.3,5.07
1172041.29,28.2,1.98,210842.09,5.07
1171775.57,28.2,1.98,211300.63,5.09
1171698.16,28.21,1.99,211452.86,5.09
1171432.44,28.21,1.99,211653.43,5.1
1171199.9,28.21,1.99,211649.27,5.1
1170935.34,28.21,1.99,211622.33,5.1
1170670.78,28.21,1.99,211728.52,5.1
1170670.78,28.21,1.99,211728.52,5.1
1170406.23,28.21,1.99,211680.53,5.1
1170023.2,28.2,1.98,211474.0,5.1
1169950.44,28.21,1.99,211408.92,5.1
1169733.79,28.2,1.98,211300.16,5.09
1169468.07,28.2,1.98,211558.92,5.1
1169468.07,28.2,1.98,211558.92,5.1
1169468.07,28.2,1.98,211558.92,5.1
1169468.07,28.2,1.98,211558.92,5.1
1169468.07,28.2,1.98,211558.92,5.1
1169202.35,28.21,1.98,211406.25,5.1
1169701.15,28.22,2.0,211558.95,5.1
1169701.15,28.22,2.0,211558.95,5.1
1169283.23,28.22,1.99,211150.37,5.1
1169017.51,28.22,2.0,211215.17,5.1
1169111.98,28.22,2.0,211215.5,5.1
1169062.19,28.22,2.0,211182.46,5.1
1169062.19,28.22,2.0,211182.46,5.1
1168985.94,28.23,2.0,211158.71,5.1
1169164.41,28.23,2.01,211210.28,5.1
1169226.85,28.24,2.02,211178.09,5.1
1169226.85,28.24,2.02,211178.09,5.1
1168965.78,28.24,2.02,211152.36,5.1
1168965.78,28.24,2.02,211152.36,5.1
1168700.06,28.24,2.02,211854.97,5.12
1168443.76,28.24,2.02,211835.57,5.12
1168130.2,28.24,2.02,211435.44,5.11
1167831.66,28.24,2.01,212076.27,5.13
1167787.43,28.24,2.02,212086.24,5.13
1167522.88,28.24,2.02,212048.86,5.13
1167446.62,28.24,2.02,212042.69,5.13
1167182.07,28.25,2.02,212048.31,5.13
1166921.0,28.25,2.02,212043.19,5.13
1167098.3,28.25,2.03,212594.58,5.15
1166798.93,28.25,2.03,212292.59,5.14
1166533.21,28.25,2.03,212368.82,5.14
1166455.79,28.25,2.03,212525.65,5.15
1166223.26,28.25,2.03,212523.2,5.15
1165958.7,28.25,2.03,212494.55,5.15
1165694.14,28.25,2.03,212825.89,5.16
1165694.14,28.25,2.03,212825.89,5.16
1165311.12,28.25,2.03,212627.85,5.15
1165311.12,28.25,2.03,212627.85,5.15
1165046.56,28.25,2.03,212549.0,5.15
1165228.51,28.26,2.03,212422.9,5.15
1165031.28,28.25,2.03,212274.64,5.15
1165031.28,28.25,2.03,212274.64,5.15
1164798.74,28.25,2.03,212277.25,5.15
1164915.44,28.26,2.04,212245.18,5.15
1164856.88,28.27,2.04,213184.76,5.17
1164578.63,28.27,2.04,213198.19,5.17
1164375.78,28.26,2.04,213242.46,5.18
1164111.22,28.26,2.04,213216.92,5.18
1163846.66,28.26,2.04,213189.26,5.18
1163567.25,28.26,2.04,212983.8,5.17
1163567.25,28.26,2.04,212983.8,5.17
1163306.18,28.26,2.04,213344.14,5.18
1163306.18,28.26,2.04,213344.14,5.18
1163219.34,28.27,2.05,213032.22,5.18
1163132.51,28.27,2.05,213061.47,5.18
1163132.51,28.27,2.05,213061.47,5.18
1163132.51,28.27,2.05,213061.47,5.18
1163132.51,28.27,2.05,213061.47,5.18
1163132.51,28.27,2.05,213061.47,5.18
1162866.79,28.27,2.05,212980.93,5.18
1162866.79,28.27,2.05,212980.93,5.18
1162961.25,28.28,2.06,212981.25,5.18
1162961.25,28.28,2.06,212981.25,5.18
1162696.69,28.28,2.06,212954.21,5.18
1162628.7,28.28,2.06,212728.98,5.17
1162353.56,28.28,2.06,213023.35,5.18
1162089.0,28.28,2.06,213112.34,5.19
1161927.48,28.28,2.06,212917.98,5.18
1161662.92,28.28,2.06,212871.94,5.18
1161662.92,28.28,2.06,212871.94,5.18
1161401.85,28.28,2.06,212945.23,5.19
1161401.85,28.28,2.06,212945.23,5.19
1161401.85,28.28,2.06,212945.23,5.19
1161018.82,28.28,2.05,212765.39,5.18
1160771.95,28.28,2.05,213682.28,5.21
1160982.44,28.28,2.06,213687.44,5.21
1160906.19,28.29,2.07,213666.34,5.21
1160641.63,28.29,2.07,213650.06,5.21
1160377.08,28.29,2.07,213703.39,5.21
1160521.92,28.3,2.07,212951.81,5.19
1160260.85,28.3,2.08,212931.58,5.19
1159995.13,28.3,2.08,213402.11,5.21
1159762.59,28.3,2.08,213393.08,5.21
1159506.3,28.3,2.08,213421.71,5.21
1159253.39,28.3,2.08,213465.7,5.21
1159253.39,28.3,2.08,213465.7,5.21
1159167.59,28.3,2.08,214178.14,5.23
1158903.03,28.3,2.08,214362.01,5.24
1158903.03,28.3,2.08,214362.01,5.24
1158550.93,28.3,2.08,214002.51,5.23
1158286.37,28.3,2.08,213795.71,5.22
1158469.49,28.31,2.09,213850.39,5.23
1158622.22,28.32,2.1,215036.57,5.26
1158389.68,28.32,2.1,215028.65,5.26
1158143.46,28.32,2.1,215026.19,5.26
1157878.9,28.32,2.1,215003.02,5.26
1157524.15,28.32,2.09,214926.57,5.26
1157524.15,28.32,2.09,214926.57,5.26
1157259.59,28.32,2.09,214944.07,5.26
1157322.03,28.32,2.1,215182.87,5.27
1157820.83,28.34,2.12,215335.56,5.27
1157820.83,28.34,2.12,215335.56,5.27
1157588.04,28.34,2.12,215877.5,5.28
1157355.5,28.34,2.12,215882.83,5.29
1157090.94,28.34,2.12,215846.4,5.29
1156673.03,28.34,2.11,215437.82,5.28
1156386.08,28.33,2.11,215165.7,5.27
1156303.11,28.33,2.11,215473.02,5.28
1156303.11,28.33,2.11,215473.02,5.28
1156016.16,28.33,2.11,215200.89,5.27
1155805.57,28.33,2.11,214604.31,5.26
1155465.87,28.33,2.11,214464.7,5.26
1155176.31,28.33,2.1,214191.99,5.25
1155051.98,28.32,2.1,215047.21,5.27
1155051.98,28.32,2.1,215047.21,5.27
1154952.75,28.33,2.11,215014.52,5.27
1154876.5,28.33,2.11,215151.23,5.28
1154611.94,28.33,2.11,215007.33,5.28
1154663.73,28.33,2.11,216244.36,5.31
1154590.97,28.34,2.12,216324.47,5.31
1154325.25,28.34,2.12,216825.55,5.32
1153930.45,28.33,2.11,216484.35,5.32
1153701.79,28.33,2.11,216356.02,5.31
1153701.79,28.33,2.11,216356.02,5.31
1153399.94,28.33,2.11,216263.34,5.31
1153355.71,28.34,2.12,216273.31,5.31
1153197.88,28.33,2.11,216120.45,5.31
1152933.33,28.34,2.11,216094.03,5.31
1153289.14,28.35,2.12,216124.2,5.31
1153289.14,28.35,2.12,216124.2,5.31
1153289.14,28.35,2.12,216124.2,5.31
1153034.14,28.35,2.12,215854.03,5.31
1152543.53,28.34,2.12,215823.67,5.31
1152324.42,28.34,2.12,215084.06,5.29
1152324.42,28.34,2.12,215084.06,5.29
1152069.42,28.34,2.12,215092.36,5.29
1151804.86,28.34,2.12,215071.19,5.29
1151543.79,28.34,2.12,215323.98,5.3
1151543.79,28.34,2.12,215323.98,5.3
1151605.07,28.35,2.13,215232.98,5.3
1151791.8,28.36,2.13,215168.38,5.3
1151538.89,28.36,2.14,216196.38,5.32
1151306.35,28.36,2.14,216198.98,5.33
1150925.21,28.35,2.13,215784.81,5.32
1151112.03,28.36,2.14,215753.27,5.32
1151112.03,28.36,2.14,215753.27,5.32
1150847.47,28.36,2.14,215839.88,5.32
1150582.92,28.36,2.14,215928.6,5.32
1150321.84,28.36,2.14,215877.92,5.32
1150089.31,28.36,2.14,215880.53,5.32
1150089.31,28.36,2.14,215880.53,5.32
1149824.75,28.36,2.14,215858.78,5.32
1149700.61,28.36,2.14,217286.48,5.36
1149700.61,28.36,2.14,217286.48,5.36
1149484.53,28.36,2.14,215956.62,5.33
1149484.53,28.36,2.14,215956.62,5.33
1149484.53,28.36,2.14,215956.62,5.33
1149638.43,28.37,2.14,215993.81,5.33
1149638.43,28.37,2.14,215993.81,5.33
1149816.89,28.37,2.15,215967.43,5.33
1149561.89,28.37,2.15,215712.96,5.32
1149300.82,28.37,2.15,215906.12,5.33
1149035.1,28.38,2.15,216289.41,5.34
1148670.93,28.37,2.15,216297.94,5.34
1148438.39,28.37,2.15,216303.27,5.34
1148119.34,28.37,2.14,215985.01,5.34
1147854.78,28.37,2.14,215951.39,5.34
1147854.78,28.37,2.14,215951.39,5.34
1147590.23,28.37,2.14,216001.63,5.34
1147432.38,28.36,2.14,215852.9,5.34
1147610.85,28.37,2.15,215840.41,5.34
1147349.78,28.37,2.15,215938.38,5.34
1147349.78,28.37,2.15,215938.38,5.34
1147349.78,28.37,2.15,215938.38,5.34
1147993.22,28.39,2.17,216268.07,5.35
1147760.68,28.39,2.17,216273.39,5.35
1147823.12,28.4,2.18,216241.36,5.35
1147558.56,28.4,2.18,216330.35,5.35
1148057.36,28.41,2.19,216483.05,5.36
1147527.86,28.41,2.19,215945.36,5.35
1147527.86,28.41,2.19,215945.36,5.35
1147109.94,28.4,2.18,215536.78,5.34
1146997.67,28.41,2.18,214933.47,5.32
1146733.11,28.41,2.18,215005.26,5.33
1146346.38,28.4,2.18,214980.7,5.33
1145991.63,28.4,2.18,216190.08,5.36
1145759.1,28.4,2.18,216181.05,5.36
1145498.02,28.4,2.18,216142.02,5.36
1145498.02,28.4,2.18,216142.02,5.36
1145498.02,28.4,2.18,216142.02,5.36
1145578.15,28.41,2.18,217322.85,5.39
1145518.95,28.41,2.19,217571.13,5.4
1145559.12,28.41,2.19,217444.42,5.39
1145294.56,28.41,2.19,217541.09,5.4
1145019.8,28.41,2.19,218129.33,5.41
1144755.24,28.41,2.19,218098.75,5.41
1144468.22,28.41,2.19,218076.2,5.41
1144181.27,28.41,2.19,217804.07,5.41
1143916.71,28.41,2.19,217743.8,5.41
1143916.71,28.41,2.19,217743.8,5.41
1143655.64,28.41,2.19,217845.03,5.41
1143655.64,28.41,2.19,217845.03,5.41
1143423.1,28.41,2.19,217841.07,5.41
1143158.54,28.41,2.19,217813.93,5.41
1142715.22,28.41,2.19,217628.19,5.41
1142450.66,28.41,2.19,217738.63,5.41
1142186.1,28.41,2.19,217671.47,5.41
1142186.1,28.41,2.19,217671.47,5.41
1142290.14,28.41,2.19,217338.73,5.41
1142290.14,28.41,2.19,217338.73,5.41
1142035.13,28.41,2.19,217415.44,5.41
1141774.06,28.41,2.19,217363.64,5.41
1141527.19,28.42,2.19,218019.88,5.43
1141440.36,28.42,2.2,217468.37,5.41
1141440.36,28.42,2.2,217468.37,5.41
1141207.82,28.42,2.2,217460.44,5.42
1141207.82,28.42,2.2,217460.44,5.42
1140943.26,28.42,2.2,217437.27,5.42
1140678.7,28.42,2.2,217485.51,5.42
1140609.17,28.43,2.2,217047.12,5.41
1140449.25,28.43,2.21,216924.5,5.41
1140184.69,28.43,2.21,216899.92,5.41
1139923.62,28.43,2.21,217606.11,5.43
1139691.08,28.43,2.21,217602.16,5.43
1139426.52,28.43,2.21,217575.01,5.43
1139161.97,28.43,2.21,217633.06,5.43
1139050.85,28.43,2.21,217529.38,5.43
1139050.85,28.43,2.21,217529.38,5.43
1138786.3,28.43,2.21,217493.98,5.43
1138525.23,28.43,2.21,217479.71,5.43
1138067.49,28.43,2.21,217329.05,5.43
1137804.35,28.43,2.21,216849.21,5.42
1138000.5,28.44,2.22,216837.65,5.42
1138000.5,28.44,2.22,216837.65,5.42
1138000.5,28.44,2.22,216837.65,5.42
1137775.52,28.44,2.21,216547.94,5.41
1137509.8,28.44,2.21,216600.77,5.41
1137615.91,28.44,2.22,216006.57,5.4
1137615.91,28.44,2.22,216006.57,5.4
1137615.91,28.44,2.22,216006.57,5.4
1137557.35,28.45,2.23,215972.2,5.4
1137557.35,28.45,2.23,215972.2,5.4
1137338.24,28.45,2.23,216060.82,5.4
1137559.19,28.46,2.24,216896.12,5.43
1137451.15,28.46,2.23,216792.58,5.42
1137557.26,28.46,2.24,217404.29,5.44
1137288.36,28.46,2.24,217235.0,5.44
1137074.8,28.46,2.24,217256.91,5.44
1137074.8,28.46,2.24,217256.91,5.44
1136599.14,28.46,2.24,216897.71,5.43
1136599.14,28.46,2.24,216897.71,5.43
1136521.72,28.46,2.24,217164.14,5.44
1136289.19,28.46,2.24,217142.68,5.44
1136001.65,28.46,2.24,216596.94,5.43
1135735.93,28.47,2.24,216413.92,5.42
1135525.34,28.47,2.25,215765.71,5.41
1135186.1,28.47,2.24,215841.54,5.41
1135364.57,28.47,2.25,215900.82,5.41
1135427.01,28.48,2.26,215863.35,5.41
1134400.8,28.48,2.26,215995.89,5.42
1134400.8,28.48,2.26,215995.89,5.42
1134745.53,28.49,2.27,215556.74,5.41
1134362.51,28.49,2.26,215523.34,5.41
1134075.48,28.49,2.26,215505.47,5.41
1133810.93,28.49,2.27,216166.64,5.43
1133652.15,28.48,2.26,216008.37,5.43
1133652.15,28.48,2.26,216008.37,5.43
1133391.08,28.48,2.26,215470.42,5.42
1133391.08,28.48,2.26,215470.42,5.42
1133285.35,28.49,2.27,215763.32,5.42
1133038.48,28.49,2.27,216710.34,5.45
1133038.48,28.49,2.27,216710.34,5.45
1132777.41,28.49,2.27,217300.73,5.47
1132530.54,28.49,2.27,216877.94,5.46
1132132.23,28.48,2.26,216443.99,5.45
1131845.21,28.48,2.26,216441.21,5.45
1131845.21,28.48,2.26,216441.21,5.45
1131561.67,28.48,2.26,216462.62,5.45
1131561.67,28.48,2.26,216462.62,5.45
1131329.13,28.49,2.26,216467.94,5.45
1131273.28,28.49,2.27,216116.41,5.44
1131273.28,28.49,2.27,216116.41,5.44
1130985.09,28.49,2.27,216096.94,5.44
1130678.96,28.49,2.27,215868.01,5.44
1130431.45,28.49,2.27,215807.8,5.44
1130143.26,28.49,2.27,215793.79,5.44
1130143.26,28.49,2.27,215793.79,5.44
1130143.26,28.49,2.27,215793.79,5.44
1129855.08,28.49,2.27,215788.62,5.44
1129855.08,28.49,2.27,215788.62,5.44
1129855.08,28.49,2.27,215788.62,5.44
1129740.61,28.49,2.27,215676.8,5.44
1129385.54,28.49,2.27,215385.04,5.43
1129309.29,28.49,2.27,215365.06,5.43
1129044.73,28.49,2.27,215345.37,5.43
1128837.98,28.49,2.27,215200.62,5.43
1129016.45,28.5,2.28,215291.78,5.43
1129016.45,28.5,2.28,215291.78,5.43
1128633.42,28.49,2.27,215232.64,5.43
1128372.35,28.49,2.27,215469.94,5.44
1128372.35,28.49,2.27,215469.94,5.44
1128294.94,28.49,2.27,215323.48,5.44
1128029.22,28.49,2.27,215743.66,5.45
1128029.22,28.49,2.27,215743.66,5.45
1128029.22,28.49,2.27,215743.66,5.45
1127763.5,28.49,2.27,215570.36,5.45
1127763.5,28.49,2.27,215570.36,5.45
1128071.8,28.51,2.29,215567.05,5.45
1128570.6,28.52,2.3,215719.75,5.45
1128237.89,28.52,2.3,215696.8,5.45
1127973.33,28.52,2.3,215746.44,5.45
1127973.33,28.52,2.3,215746.44,5.45
1127708.77,28.52,2.3,215719.21,5.46
1127663.91,28.52,2.3,215698.5,5.46
1127663.91,28.52,2.3,215698.5,5.46
1127726.35,28.53,2.31,215665.49,5.46
1127465.28,28.53,2.31,216124.81,5.47
1127232.74,28.53,2.31,216115.78,5.47
1126967.02,28.53,2.31,215968.22,5.47
1126738.36,28.53,2.31,216402.95,5.48
1126441.02,28.53,2.31,216164.44,5.47
1126176.46,28.53,2.31,216142.37,5.48
1126176.46,28.53,2.31,216142.37,5.48
1125911.9,28.53,2.31,216181.07,5.48
1125911.9,28.53,2.31,216181.07,5.48
1125835.65,28.53,2.31,216152.68,5.48
1125762.89,28.54,2.32,216439.6,5.49
1125530.35,28.54,2.32,216430.57,5.49
1125264.63,28.54,2.32,216121.69,5.48
1125441.94,28.55,2.33,216230.12,5.48
1125441.94,28.55,2.33,216230.12,5.48
1125186.93,28.55,2.33,216261.5,5.49
1125109.52,28.55,2.33,217138.66,5.51
1125109.52,28.55,2.33,217138.66,5.51
1124900.05,28.55,2.33,216924.75,5.51
1124635.49,28.55,2.33,217011.01,5.51
1124370.93,28.55,2.33,217043.66,5.51
1124370.93,28.55,2.33,217043.66,5.51
1124111.03,28.55,2.33,217068.92,5.51
1123832.78,28.55,2.33,217040.27,5.51
1123600.24,28.55,2.33,217039.15,5.52
1123335.69,28.55,2.33,217014.16,5.52
1123258.27,28.56,2.34,217869.26,5.54
1122993.72,28.56,2.34,217922.24,5.54
1122610.69,28.55,2.33,217531.83,5.53
1122610.69,28.55,2.33,217531.83,5.53
1122346.13,28.55,2.33,217534.97,5.53
1122346.13,28.55,2.33,217534.97,5.53
1122346.13,28.55,2.33,217573.26,5.53
1122412.06,28.56,2.34,217512.91,5.53
1122146.34,28.56,2.34,217993.54,5.55
1122360.7,28.57,2.35,218219.29,5.55
1122128.16,28.57,2.35,218216.84,5.56
1121825.39,28.57,2.35,218132.76,5.55
1121529.59,28.56,2.34,217851.57,5.55
1121319.02,28.56,2.34,217655.34,5.54
1121075.51,28.56,2.34,217885.52,5.55
1120810.95,28.56,2.34,217856.88,5.55
1120810.95,28.56,2.34,217830.1,5.55
1120546.39,28.56,2.34,218433.39,5.57
1120313.86,28.56,2.34,218424.36,5.57
1120170.6,28.56,2.34,218273.34,5.57
1119910.69,28.57,2.35,217998.72,5.56
1119663.82,28.57,2.35,217466.98,5.55
1119399.26,28.57,2.35,217572.77,5.55
1119134.7,28.57,2.35,217643.07,5.56
1119419.05,28.58,2.36,217235.9,5.55
1119419.05,28.58,2.36,217235.9,5.55
1119154.49,28.58,2.36,217219.76,5.55
1119797.93,28.6,2.38,217549.45,5.56
1119797.93,28.6,2.38,217530.22,5.56
1119560.48,28.6,2.38,217333.63,5.55
1119119.02,28.6,2.38,217261.74,5.55
1119119.02,28.6,2.38,217308.29,5.55
1119119.02,28.6,2.38,217308.29,5.55
1118857.95,28.6,2.38,217844.83,5.57
1118857.95,28.6,2.38,217817.72,5.57
1118857.95,28.6,2.38,217817.72,5.57
1118328.45,28.59,2.37,217280.03,5.55
1118095.91,28.59,2.37,217278.91,5.56
1117849.04,28.59,2.37,216946.72,5.55
1117911.48,28.6,2.38,216918.14,5.55
1117614.48,28.59,2.37,216978.61,5.55
1117618.41,28.59,2.37,217016.14,5.55
1117618.41,28.59,2.37,217016.14,5.55
1117559.2,28.6,2.38,216667.13,5.54
1117559.2,28.6,2.38,216667.13,5.54
1117256.42,28.6,2.38,216879.94,5.55
1117256.42,28.6,2.38,216879.94,5.55
1117098.39,28.59,2.37,216726.4,5.55
1116833.83,28.59,2.37,216764.23,5.55
1116833.83,28.59,2.37,216764.23,5.55
1116549.38,28.59,2.37,216603.96,5.55
1116549.38,28.59,2.37,216603.96,5.55
