ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_5c20-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
1250058.82,30.66,2.3,204322.19,5.01
1250034.86,30.66,2.3,204384.79,5.01
1249988.4,30.66,2.3,204339.5,5.01
1249720.22,30.66,2.3,204336.07,5.01
1249610.33,30.67,2.31,204310.99,5.01
1249757.0,30.67,2.31,204362.06,5.02
1249786.15,30.68,2.32,204330.31,5.02
1249786.15,30.68,2.32,204346.65,5.02
1249569.1,30.68,2.32,204279.73,5.02
1249569.1,30.68,2.32,204279.73,5.02
1249273.3,30.68,2.32,204254.77,5.02
1249603.45,30.7,2.34,204340.97,5.02
1249218.64,30.69,2.33,204777.14,5.03
1248919.74,30.69,2.33,204542.73,5.03
1248813.85,30.69,2.33,204106.34,5.02
1248545.68,30.7,2.34,204102.91,5.02
1248358.18,30.7,2.34,203992.36,5.02
1248060.06,30.7,2.34,203966.59,5.02
1247761.93,30.7,2.34,204235.08,5.02
1247908.6,30.7,2.35,204171.47,5.02
1247658.5,30.7,2.34,203889.34,5.02
1247362.7,30.7,2.34,203850.93,5.02
1247261.71,30.7,2.35,203725.54,5.02
1246958.43,30.7,2.35,204403.83,5.03
1246690.26,30.71,2.35,204399.39,5.03
1246392.13,30.71,2.35,204374.84,5.03
1246392.13,30.71,2.35,204374.84,5.03
1246034.05,30.7,2.34,205818.74,5.07
1245818.56,30.7,2.34,205811.37,5.07
1245601.52,30.71,2.34,205749.93,5.07
1245748.19,30.71,2.35,205871.43,5.08
1245538.22,30.71,2.35,205688.94,5.07
1245336.89,30.71,2.34,205515.8,5.07
1245121.4,30.71,2.34,205508.43,5.07
1245204.95,30.71,2.35,205402.41,5.07
1245097.38,30.72,2.36,205382.03,5.07
1244798.48,30.72,2.36,206088.15,5.09
1244595.13,30.71,2.35,205953.32,5.08
1244326.95,30.72,2.35,205951.2,5.08
1244028.83,30.72,2.35,205643.21,5.08
1243729.15,30.72,2.35,206236.21,5.09
1243431.02,30.72,2.35,206208.78,5.09
1243213.98,30.72,2.36,206147.34,5.09
1243213.98,30.72,2.36,206171.02,5.09
1243104.08,30.72,2.36,206221.2,5.1
1242994.19,30.73,2.36,206193.86,5.1
1242778.7,30.73,2.36,206130.35,5.1
1242778.7,30.73,2.36,206128.73,5.1
1242999.61,30.74,2.38,206113.7,5.1
1242999.61,30.74,2.38,206112.0,5.1
1242703.81,30.74,2.38,206091.38,5.1
1242703.81,30.74,2.38,206067.05,5.1
1242732.18,30.75,2.38,206478.31,5.11
1242732.18,30.75,2.38,206467.39,5.11
1242732.18,30.75,2.38,206467.39,5.11
1242622.28,30.75,2.39,206688.96,5.11
1242322.6,30.75,2.39,206786.15,5.12
1242054.43,30.75,2.39,206789.99,5.12
1241837.13,30.75,2.38,206574.69,5.11
1242402.14,30.77,2.41,207021.49,5.13
1242104.01,30.77,2.41,206996.49,5.13
1241805.89,30.77,2.41,207055.39,5.13
1241507.76,30.77,2.41,206986.82,5.13
1241507.76,30.77,2.41,207013.54,5.13
1241122.95,30.76,2.4,206592.76,5.12
1240827.15,30.76,2.4,206912.23,5.13
1240973.05,30.77,2.41,206863.25,5.13
1240644.39,30.77,2.41,206658.68,5.13
1240427.35,30.77,2.41,206653.39,5.13
1240821.93,30.79,2.43,208228.89,5.17
1240984.51,30.8,2.43,208167.56,5.17
1240716.34,30.8,2.44,208163.12,5.17
1240499.3,30.8,2.44,208525.52,5.18
1240201.17,30.8,2.44,208718.32,5.18
1239903.04,30.8,2.44,208657.56,5.18
1239687.55,30.8,2.44,208662.82,5.18
1239687.55,30.8,2.44,208646.92,5.18
1239289.61,30.8,2.43,207821.15,5.17
1238994.58,30.8,2.44,207832.12,5.17
1238994.58,30.8,2.44,207854.5,5.17
1238705.36,30.8,2.44,208088.79,5.17
1238437.19,30.8,2.44,208090.7,5.18
1238652.08,30.81,2.45,208369.06,5.18
1238346.45,30.81,2.44,208237.97,5.18
1238048.32,30.81,2.44,208206.57,5.18
1237750.19,30.81,2.44,208359.26,5.19
1237452.06,30.81,2.44,208396.41,5.19
1237080.13,30.8,2.44,208103.99,5.18
1236866.96,30.8,2.44,208086.22,5.18
1236571.15,30.81,2.44,208092.26,5.18
1236993.39,30.82,2.45,208213.95,5.19
1237188.84,30.83,2.46,210709.43,5.25
1237188.84,30.83,2.46,210727.92,5.25
1236920.66,30.83,2.46,210719.89,5.25
1236622.53,30.83,2.46,210698.37,5.25
1236324.41,30.83,2.47,210824.68,5.26
1235772.32,30.82,2.46,210329.2,5.25
1236012.71,30.83,2.47,210047.91,5.24
1235892.36,30.83,2.47,210104.77,5.24
1235892.36,30.83,2.47,210086.24,5.24
1235600.68,30.83,2.47,209782.75,5.23
1235272.27,30.83,2.46,209761.78,5.24
1234973.37,30.83,2.47,209989.21,5.24
1234682.09,30.83,2.46,209737.25,5.24
1234473.04,30.82,2.46,209524.2,5.23
1234265.51,30.82,2.45,209451.98,5.23
1234237.21,30.82,2.46,209441.08,5.23
1234126.54,30.83,2.46,210358.66,5.25
1233911.04,30.83,2.46,210614.31,5.26
1233622.97,30.82,2.46,210334.43,5.26
1233530.11,30.83,2.46,209903.46,5.25
1233270.72,30.83,2.46,210169.96,5.25
1232895.92,30.82,2.46,209843.4,5.25
1232627.75,30.83,2.46,209845.31,5.25
1232627.75,30.83,2.46,209864.19,5.25
1232329.62,30.83,2.46,209841.11,5.25
1232237.93,30.83,2.46,209295.77,5.24
1232079.7,30.83,2.46,209137.8,5.23
1231781.57,30.83,2.46,209125.58,5.23
1231632.29,30.82,2.46,208944.93,5.23
1231296.59,30.82,2.46,209379.02,5.24
1231296.59,30.82,2.46,209356.28,5.24
1231079.54,30.83,2.46,209252.07,5.24
1231501.78,30.84,2.47,209373.76,5.24
1230759.69,30.83,2.46,208688.27,5.23
1230759.69,30.83,2.46,208712.74,5.23
1230461.56,30.83,2.46,208867.86,5.23
1230165.76,30.83,2.47,208879.47,5.24
1229866.86,30.83,2.47,208778.5,5.23
1229866.86,30.83,2.47,208776.02,5.23
1230289.1,30.85,2.48,208897.71,5.24
1230444.68,30.86,2.49,209377.39,5.25
1230157.04,30.86,2.49,209252.85,5.25
1229888.86,30.86,2.49,209254.76,5.25
1230105.31,30.87,2.5,209325.73,5.25
1229709.56,30.86,2.49,208955.65,5.24
1229337.63,30.85,2.49,208821.49,5.24
1229039.5,30.85,2.49,208790.03,5.24
1231456.54,30.92,2.56,209625.75,5.26
1231158.41,30.92,2.56,209786.9,5.27
1230941.37,30.92,2.56,209841.29,5.27
1230941.37,30.92,2.56,209841.29,5.27
1230643.24,30.93,2.56,209890.62,5.27
1230971.14,30.94,2.57,210281.03,5.28
1230971.14,30.94,2.57,210281.03,5.28
1230678.58,30.93,2.56,209990.16,5.28
1230463.08,30.93,2.56,209927.1,5.28
1230463.08,30.93,2.56,209927.1,5.28
1230661.0,30.94,2.57,210328.22,5.29
1230379.92,30.94,2.57,210236.43,5.29
1230146.06,30.94,2.57,209980.21,5.28
1229877.89,30.94,2.57,209975.96,5.28
1229579.76,30.94,2.57,210030.86,5.29
1229281.64,30.94,2.57,210047.93,5.29
1229428.31,30.95,2.58,209998.46,5.29
1229132.51,30.95,2.58,209943.61,5.29
1228835.24,30.94,2.58,209649.72,5.28
1228567.07,30.95,2.58,209647.6,5.28
1228567.07,30.95,2.58,209647.6,5.28
1228268.94,30.95,2.58,209619.63,5.28
1228110.7,30.94,2.58,209461.67,5.28
1227725.9,30.94,2.57,210401.15,5.3
1227427.77,30.94,2.57,210542.96,5.31
1227427.77,30.94,2.57,210542.96,5.31
1227427.77,30.94,2.57,210542.96,5.31
1227574.45,30.94,2.58,210429.12,5.3
1227278.64,30.95,2.58,210526.81,5.31
1227387.75,30.95,2.58,210522.78,5.31
1227119.58,30.95,2.59,210526.62,5.31
1227334.48,30.96,2.59,211202.56,5.33
1226782.38,30.96,2.59,210707.07,5.32
1226484.26,30.96,2.59,210673.75,5.32
1226349.44,30.96,2.59,211251.54,5.33
1226156.01,30.96,2.59,211063.99,5.33
1225857.88,30.96,2.59,211196.43,5.33
1225642.39,30.96,2.59,211201.69,5.34
1225270.45,30.96,2.59,210782.19,5.33
1224975.42,30.96,2.59,210934.24,5.33
1225814.56,30.99,2.62,210778.66,5.33
1225529.31,30.98,2.61,210498.58,5.32
1225529.31,30.98,2.61,210535.42,5.32
1225588.41,30.99,2.62,210535.97,5.32
1225487.42,30.99,2.62,210199.85,5.32
1225190.15,30.99,2.62,210173.7,5.32
1224881.56,30.99,2.62,210251.09,5.32
1224583.44,30.99,2.62,210328.95,5.32
1224366.39,30.99,2.62,210254.89,5.32
1224150.9,30.99,2.62,210260.14,5.32
1223856.3,30.99,2.61,210028.92,5.32
1223558.17,30.99,2.61,210070.55,5.32
1223558.17,30.99,2.61,210065.7,5.32
1223260.04,30.99,2.62,210036.41,5.32
1223260.04,30.99,2.62,210036.41,5.32
1223043.0,30.99,2.62,209962.35,5.32
1222747.19,30.99,2.62,210109.86,5.33
1222627.62,30.99,2.62,211375.67,5.36
1222412.12,31.0,2.62,211312.4,5.36
1222195.08,31.0,2.62,211306.86,5.36
1222195.08,31.0,2.62,211306.86,5.36
1222066.39,31.0,2.62,213025.8,5.4
1221973.54,31.0,2.62,212613.26,5.39
1221692.46,31.0,2.63,212509.32,5.39
1221424.29,31.0,2.63,212513.15,5.39
1221126.16,31.0,2.63,212488.16,5.4
1221020.27,31.01,2.63,212051.76,5.39
1221020.27,31.01,2.63,212051.76,5.39
1220722.14,31.01,2.63,212156.85,5.39
1220930.43,31.02,2.64,212096.09,5.39
1220556.47,31.02,2.64,211808.69,5.38
1220258.34,31.02,2.64,211750.6,5.38
1220229.27,31.02,2.64,212333.73,5.4
1220110.46,31.02,2.65,211867.07,5.39
1219801.88,31.02,2.65,212227.92,5.4
1219506.07,31.03,2.65,212324.05,5.4
1219233.9,31.03,2.65,213407.57,5.43
1218965.72,31.03,2.65,213411.4,5.43
1218667.6,31.03,2.65,213389.63,5.43
1218575.91,31.03,2.66,213725.53,5.44
1218575.91,31.03,2.66,213725.53,5.44
1218360.41,31.03,2.66,213718.16,5.44
1218024.71,31.03,2.66,213439.19,5.44
1217914.04,31.04,2.66,213839.43,5.45
1217615.92,31.04,2.66,213895.68,5.45
1217242.13,31.03,2.65,213508.43,5.44
1217242.13,31.03,2.65,213508.43,5.44
1216944.0,31.03,2.65,213501.23,5.44
1217093.0,31.04,2.66,213435.45,5.44
1216875.96,31.04,2.66,213374.01,5.44
1216961.71,31.05,2.67,212698.56,5.43
1216961.71,31.05,2.67,212698.56,5.43
1216774.22,31.05,2.67,213033.23,5.44
1216746.69,31.06,2.68,213129.35,5.44
1216746.69,31.06,2.68,213129.35,5.44
1216457.47,31.06,2.68,212852.43,5.43
1216072.66,31.05,2.67,213364.28,5.45
1215964.43,31.05,2.67,213283.03,5.45
1216037.52,31.06,2.67,213551.98,5.45
1215769.35,31.06,2.68,213548.55,5.45
1215552.31,31.06,2.68,213567.08,5.46
1215552.31,31.06,2.68,213604.6,5.46
1215253.4,31.06,2.68,213247.98,5.45
1215362.51,31.07,2.68,213243.95,5.45
1215252.62,31.07,2.69,213124.26,5.45
1215035.58,31.07,2.69,213374.01,5.46
1214735.9,31.07,2.69,213565.91,5.46
1214437.77,31.07,2.69,213539.79,5.46
1214139.64,31.07,2.69,213583.61,5.47
1213841.52,31.07,2.69,213550.12,5.47
1213990.52,31.08,2.7,213532.74,5.47
1214412.76,31.1,2.71,213654.43,5.47
1213250.2,31.1,2.72,214216.48,5.49
1213250.2,31.1,2.72,214216.48,5.49
1213030.23,31.1,2.71,214008.32,5.49
1213246.67,31.11,2.72,214079.28,5.49
1212947.77,31.11,2.72,214403.91,5.5
1212649.64,31.11,2.72,214367.39,5.5
1212491.41,31.1,2.72,214210.07,5.49
1211939.32,31.1,2.71,213714.59,5.48
1211639.64,31.1,2.71,213851.83,5.49
1211254.84,31.09,2.71,213470.52,5.48
1211225.76,31.1,2.71,213809.52,5.49
1210956.68,31.1,2.71,213567.07,5.48
1210956.68,31.1,2.71,213567.07,5.48
1210688.51,31.1,2.72,213563.68,5.49
1210688.51,31.1,2.72,213563.68,5.49
1210326.57,31.09,2.71,213335.97,5.48
1210028.44,31.09,2.71,213384.83,5.48
1210467.48,31.11,2.72,213314.5,5.48
1210251.99,31.11,2.72,213250.99,5.48
1210251.99,31.11,2.72,213250.99,5.48
1211089.18,31.14,2.75,214652.37,5.52
1210666.61,31.13,2.75,214510.32,5.52
1210666.61,31.13,2.75,214472.8,5.52
1210368.49,31.14,2.75,214448.19,5.52
1210060.67,31.14,2.75,214180.35,5.51
1209762.55,31.14,2.75,214135.33,5.51
1209466.74,31.14,2.75,214120.72,5.51
1209167.84,31.14,2.75,214299.17,5.52
1209167.84,31.14,2.75,214342.54,5.52
1208869.71,31.14,2.75,214270.04,5.52
1208869.71,31.14,2.75,214270.04,5.52
1208869.71,31.14,2.75,214270.04,5.52
1208778.02,31.14,2.76,214633.36,5.53
1208923.15,31.15,2.77,214885.88,5.54
1208775.68,31.15,2.77,214784.55,5.54
1209606.89,31.18,2.8,216494.56,5.58
1209403.54,31.18,2.8,216295.15,5.58
1209018.73,31.17,2.79,215982.88,5.57
1209018.73,31.17,2.79,215982.88,5.57
1209195.36,31.18,2.8,215986.51,5.57
1208897.23,31.18,2.8,215955.45,5.57
1208599.11,31.18,2.8,216046.44,5.57
1208489.21,31.18,2.8,215992.11,5.57
1208193.41,31.18,2.8,215951.08,5.57
1207894.51,31.18,2.8,216528.27,5.59
1207626.33,31.19,2.81,216526.16,5.59
1207328.21,31.19,2.81,216289.39,5.59
1207328.21,31.19,2.81,216289.39,5.59
1207033.6,31.18,2.8,216004.86,5.58
1206657.71,31.17,2.8,215709.85,5.57
1206814.87,31.18,2.8,216368.36,5.59
1206516.74,31.18,2.8,216341.0,5.59
1206516.74,31.18,2.8,216341.0,5.59
1206218.61,31.18,2.8,216421.81,5.59
1206433.5,31.19,2.81,216838.61,5.61
1206433.5,31.19,2.81,216838.61,5.61
1206462.65,31.2,2.82,216810.09,5.61
1206166.84,31.2,2.82,216756.68,5.61
1205898.67,31.2,2.82,216748.64,5.61
1205685.5,31.2,2.82,216732.31,5.61
1205386.6,31.2,2.82,217345.77,5.63
1205088.47,31.2,2.82,217324.25,5.63
1204790.34,31.2,2.82,217525.21,5.63
1204790.34,31.2,2.82,217525.21,5.63
1204492.21,31.2,2.82,217364.97,5.63
1204492.21,31.2,2.82,217364.97,5.63
1204391.23,31.21,2.83,217029.84,5.62
1204270.88,31.21,2.83,217328.82,5.63
1204002.7,31.21,2.83,217320.79,5.63
1203984.88,31.22,2.84,216812.54,5.62
1203580.91,31.21,2.84,216397.86,5.61
1203383.35,31.21,2.83,216304.64,5.61
1203167.08,31.21,2.83,216291.59,5.61
1202599.69,31.2,2.82,215785.66,5.6
1202599.69,31.2,2.82,215779.31,5.6
1202398.91,31.2,2.82,215573.1,5.59
1202100.78,31.2,2.82,215551.05,5.59
1201802.65,31.2,2.82,215587.14,5.6
1201506.85,31.2,2.82,215646.25,5.6
1201207.94,31.2,2.82,215864.73,5.61
1200945.84,31.2,2.83,215739.39,5.61
1200610.14,31.2,2.83,215523.43,5.6
1200350.74,31.2,2.83,217561.49,5.66
1200244.85,31.21,2.83,217125.1,5.65
1199869.52,31.21,2.83,216836.05,5.64
1200322.57,31.22,2.85,217001.26,5.64
1199950.64,31.22,2.84,216639.18,5.64
1199682.46,31.22,2.84,216643.01,5.64
1199682.46,31.22,2.84,216643.01,5.64
1199682.46,31.22,2.84,216643.01,5.64
1199711.6,31.22,2.85,216613.9,5.64
1199413.48,31.22,2.85,216663.36,5.64
1199560.15,31.23,2.85,216618.9,5.64
1199560.15,31.23,2.85,216618.9,5.64
1198934.6,31.22,2.85,216047.97,5.63
1198637.34,31.22,2.84,216032.76,5.63
1198451.0,31.22,2.84,215831.34,5.62
1198155.2,31.22,2.84,216135.16,5.63
1197874.12,31.22,2.84,216287.93,5.64
1197874.12,31.22,2.84,216287.93,5.64
1197605.94,31.22,2.84,216285.82,5.64
1197307.82,31.22,2.84,216258.38,5.64
1197189.01,31.22,2.85,215877.36,5.63
1196901.37,31.22,2.85,216477.72,5.65
1196685.87,31.23,2.85,216474.1,5.65
1196777.54,31.24,2.86,216273.41,5.64
1196479.42,31.24,2.86,216741.89,5.66
1196479.42,31.24,2.86,216741.89,5.66
1195717.89,31.22,2.85,216028.78,5.64
1197192.74,31.27,2.9,216440.61,5.65
1197342.51,31.28,2.9,216524.92,5.66
1197342.51,31.28,2.9,216524.92,5.66
1197074.34,31.28,2.9,216528.75,5.66
1196776.21,31.28,2.91,216495.45,5.66
1196776.21,31.28,2.91,216495.45,5.66
1196602.53,31.28,2.9,216306.2,5.65
1197311.37,31.3,2.93,215802.52,5.64
1197311.37,31.3,2.93,215802.52,5.64
1197311.37,31.3,2.93,215802.52,5.64
1196955.21,31.3,2.93,215785.08,5.64
1196955.21,31.3,2.93,215785.08,5.64
1196738.17,31.3,2.93,215779.41,5.64
1196767.31,31.31,2.93,215827.31,5.65
1196470.04,31.31,2.93,215799.01,5.65
1196470.04,31.31,2.93,215799.01,5.65
1196499.18,31.31,2.94,215772.73,5.65
1196011.2,31.31,2.93,215137.75,5.63
1196011.2,31.31,2.93,215137.75,5.63
1195715.39,31.31,2.93,215546.11,5.64
1195715.39,31.31,2.93,215546.11,5.64
1195557.43,31.3,2.93,215388.14,5.64
1195289.26,31.3,2.93,215380.11,5.64
1195289.26,31.3,2.93,215380.11,5.64
1194951.9,31.3,2.92,215032.04,5.63
1194951.9,31.3,2.92,215032.04,5.63
1194951.9,31.3,2.92,215032.04,5.63
1194951.9,31.3,2.92,215032.04,5.63
1194793.93,31.3,2.92,214875.68,5.63
1194578.44,31.3,2.92,214812.17,5.63
1194793.33,31.31,2.93,215228.77,5.64
1194398.53,31.3,2.92,216340.08,5.67
1194398.53,31.3,2.92,216340.08,5.67
1194101.26,31.3,2.92,216134.02,5.66
1193803.13,31.3,2.92,216330.42,5.67
1193578.94,31.29,2.92,216086.97,5.67
1193495.0,31.3,2.92,215386.85,5.65
1193196.87,31.3,2.92,215177.0,5.64
1192898.74,31.3,2.92,215355.62,5.65
1192590.93,31.3,2.92,214485.48,5.63
1192501.7,31.3,2.93,215073.87,5.65
1192233.52,31.3,2.93,215071.75,5.65
1191896.15,31.3,2.93,214792.8,5.64
1191785.49,31.31,2.93,214668.52,5.64
1191785.49,31.31,2.93,214668.52,5.64
1191675.59,31.31,2.94,215145.03,5.65
1191375.91,31.31,2.94,214998.25,5.65
1191496.01,31.32,2.94,213632.76,5.62
1191197.88,31.32,2.94,213605.33,5.62
1190899.75,31.32,2.95,213695.89,5.62
1190887.75,31.32,2.95,213189.58,5.61
1190589.62,31.32,2.95,213091.0,5.61
1190589.62,31.32,2.95,213091.0,5.61
1190589.62,31.32,2.95,213091.0,5.61
1190482.05,31.33,2.95,213018.56,5.61
1190266.56,31.33,2.95,212955.12,5.61
1190324.75,31.33,2.96,214588.59,5.65
1190501.38,31.34,2.97,214592.83,5.65
1190132.37,31.34,2.96,214222.59,5.64
1190021.7,31.34,2.97,214736.66,5.66
1189805.77,31.34,2.96,214165.11,5.64
1189507.64,31.34,2.96,214133.36,5.64
1189406.66,31.34,2.97,214069.15,5.64
1189098.07,31.34,2.97,213987.73,5.64
1189068.99,31.35,2.97,214166.07,5.65
1189068.99,31.35,2.97,214166.07,5.65
1188959.1,31.35,2.98,214222.6,5.65
1188959.1,31.35,2.98,214222.6,5.65
1188660.97,31.35,2.98,214181.49,5.65
1188424.21,31.35,2.97,214157.51,5.65
1188128.41,31.35,2.97,214442.81,5.66
1188128.41,31.35,2.97,214442.81,5.66
1188128.41,31.35,2.97,214442.81,5.66
1188128.41,31.35,2.97,214442.81,5.66
1188017.74,31.35,2.98,214288.79,5.66
1187917.41,31.35,2.98,213875.76,5.64
1187701.92,31.36,2.98,213881.02,5.65
1187403.79,31.36,2.98,213801.22,5.65
1187548.92,31.36,2.99,214769.63,5.67
1187548.92,31.36,2.99,214769.63,5.67
1187280.74,31.36,2.99,214773.47,5.67
1186901.43,31.36,2.98,214387.1,5.66
1186603.3,31.36,2.98,214362.1,5.67
1186386.25,31.36,2.98,214288.04,5.66
1186532.93,31.37,2.99,214368.79,5.67
1186234.8,31.37,2.99,214305.91,5.67
1185850.0,31.36,2.99,214275.37,5.67
1185554.19,31.36,2.99,214428.38,5.67
1185554.19,31.36,2.99,214428.38,5.67
1185700.1,31.37,3.0,214405.53,5.67
1185463.34,31.37,2.99,214351.91,5.67
1185174.12,31.37,2.99,214724.73,5.68
1184865.54,31.37,2.99,214517.31,5.68
1184707.57,31.37,2.99,214359.34,5.68
1184439.4,31.37,2.99,214363.18,5.68
1184141.27,31.37,2.99,214329.86,5.68
1183843.14,31.37,2.99,214406.98,5.68
1183733.25,31.37,3.0,214366.49,5.68
1183856.36,31.38,3.01,214323.24,5.68
1183856.36,31.38,3.01,214323.24,5.68
1183557.46,31.38,3.01,214782.37,5.69
1183557.46,31.38,3.01,214782.37,5.69
1183268.24,31.38,3.01,214529.57,5.69
1182959.65,31.38,3.01,214920.26,5.7
1183136.28,31.39,3.02,214924.49,5.7
1183026.39,31.39,3.02,214904.22,5.7
1182641.59,31.39,3.01,214891.67,5.7
1182531.69,31.39,3.02,214947.94,5.71
1182531.69,31.39,3.02,214947.94,5.71
1182233.56,31.39,3.02,214910.54,5.71
1182265.03,31.4,3.03,214884.83,5.71
1182154.36,31.4,3.03,215496.28,5.72
1181865.14,31.4,3.03,215251.16,5.72
1181744.79,31.41,3.03,215828.18,5.74
1181476.62,31.41,3.04,215826.06,5.74
1181187.42,31.4,3.03,215529.17,5.73
1180889.29,31.4,3.03,215501.73,5.73
1180889.29,31.4,3.03,215501.73,5.73
1180591.16,31.4,3.03,215853.18,5.74
1180293.03,31.4,3.03,215674.19,5.74
1180185.46,31.41,3.04,215493.15,5.73
1179888.19,31.4,3.03,215380.09,5.73
1179888.19,31.4,3.03,215380.09,5.73
1179777.52,31.41,3.04,215875.51,5.75
1179933.11,31.41,3.04,215941.71,5.75
1179888.78,31.42,3.05,216154.37,5.76
1179772.09,31.42,3.05,216334.97,5.76
1179772.09,31.42,3.05,216334.97,5.76
1179503.91,31.42,3.05,216332.85,5.76
1179650.59,31.43,3.06,216307.45,5.76
1179352.46,31.43,3.06,216419.39,5.77
1179568.91,31.44,3.07,216490.35,5.77
1179270.78,31.44,3.07,216441.22,5.77
1178885.98,31.43,3.06,216368.58,5.77
1178885.98,31.43,3.06,216368.58,5.77
1179083.9,31.44,3.07,217060.35,5.79
1178868.4,31.44,3.07,216997.28,5.79
1178599.33,31.44,3.07,218264.59,5.82
1178382.28,31.45,3.07,218258.85,5.82
1178114.11,31.45,3.07,218254.91,5.83
1177828.86,31.44,3.07,217862.24,5.82
1177530.73,31.44,3.07,217836.7,5.82
1177530.73,31.44,3.07,217836.7,5.82
1177168.79,31.44,3.06,217592.88,5.81
1177277.9,31.45,3.07,217588.86,5.81
1177060.86,31.45,3.07,217837.3,5.82
1177060.86,31.45,3.07,217837.3,5.82
1176941.28,31.45,3.07,217377.47,5.81
1176941.28,31.45,3.07,217401.94,5.81
1176643.15,31.45,3.08,217511.45,5.81
1176533.26,31.46,3.08,217496.51,5.82
1176237.46,31.46,3.08,217538.21,5.82
1175938.55,31.46,3.08,217510.97,5.82
1175828.66,31.46,3.09,217866.64,5.83
1175948.75,31.47,3.09,218379.9,5.84
1175649.07,31.47,3.09,218247.06,5.84
1175380.9,31.47,3.1,218238.71,5.84
1175271.01,31.48,3.1,218218.3,5.84
1175055.51,31.48,3.1,218155.04,5.84
1174757.38,31.48,3.1,218197.31,5.85
1174459.26,31.48,3.1,218168.03,5.85
1174351.69,31.48,3.11,218156.52,5.85
1174351.69,31.48,3.11,218156.52,5.85
1174505.98,31.49,3.11,218527.65,5.86
1174207.85,31.49,3.12,218262.59,5.85
1174096.41,31.5,3.12,219124.92,5.88
1174031.06,31.5,3.12,218533.74,5.86
1173729.44,31.5,3.13,217813.8,5.85
1173729.44,31.5,3.13,217811.32,5.85
1173729.44,31.5,3.13,217811.32,5.85
1173364.74,31.5,3.12,217979.64,5.85
1173096.57,31.5,3.13,217971.6,5.85
1172798.44,31.5,3.13,217950.09,5.85
1172415.24,31.49,3.12,217553.39,5.84
1172117.12,31.5,3.12,217627.32,5.85
1171818.99,31.5,3.12,217551.61,5.85
1171714.29,31.49,3.12,217447.72,5.84
1171418.48,31.49,3.12,217573.89,5.85
1171150.31,31.5,3.12,217571.77,5.85
1170852.18,31.5,3.12,217547.08,5.85
1170554.05,31.5,3.12,217705.49,5.86
1170255.93,31.5,3.12,217754.82,5.86
1170404.93,31.5,3.13,217537.29,5.86
1170106.02,31.51,3.13,218289.37,5.88
1169995.35,31.51,3.14,218678.73,5.89
1169726.88,31.5,3.13,218023.37,5.87
1169882.47,31.51,3.14,218027.86,5.87
1169580.74,31.51,3.14,218118.32,5.88
1169286.14,31.5,3.13,217835.1,5.87
1169286.14,31.5,3.13,217835.1,5.87
1169286.14,31.5,3.13,217835.1,5.87
1169129.67,31.5,3.13,217679.81,5.87
1169129.67,31.5,3.13,217679.81,5.87
1168861.5,31.5,3.13,217675.37,5.87
1168668.07,31.5,3.13,217488.84,5.86
1168369.94,31.5,3.13,217681.64,5.87
1168071.81,31.5,3.13,217599.05,5.87
1168071.81,31.5,3.13,217623.66,5.87
1167773.68,31.51,3.13,217496.11,5.87
1167949.41,31.51,3.14,219196.57,5.91
1167681.24,31.52,3.15,219200.4,5.92
1167827.91,31.52,3.15,219174.49,5.92
1167827.91,31.52,3.15,219149.62,5.92
1167827.91,31.52,3.15,219175.91,5.92
1167529.78,31.52,3.15,219243.32,5.92
1167144.98,31.52,3.15,219196.08,5.92
1167144.98,31.52,3.15,219177.66,5.92
1167072.57,31.52,3.15,218427.0,5.9
1167072.57,31.52,3.15,218427.0,5.9
1167072.57,31.52,3.15,218448.45,5.9
1166980.88,31.52,3.15,218951.25,5.91
1166980.88,31.52,3.15,218951.25,5.91
1167188.92,31.53,3.16,219087.59,5.92
1166858.44,31.53,3.16,218895.78,5.91
1166641.39,31.53,3.16,218890.23,5.92
1166641.39,31.53,3.16,218868.2,5.91
1166343.27,31.53,3.16,218832.99,5.92
1166466.38,31.54,3.17,219257.46,5.93
1166466.38,31.54,3.17,219279.93,5.93
1166466.38,31.54,3.17,219279.93,5.93
1166612.28,31.54,3.17,219141.99,5.93
1166344.11,31.55,3.18,219133.65,5.93
1166344.11,31.55,3.18,219110.95,5.93
1166128.61,31.55,3.18,219116.2,5.93
1166018.72,31.55,3.18,218909.54,5.92
1165907.27,31.56,3.18,220101.13,5.96
1165907.27,31.56,3.18,220125.58,5.96
1165609.15,31.56,3.19,220104.43,5.96
1165609.15,31.56,3.19,220104.43,5.96
1165224.34,31.55,3.18,219665.27,5.95
