ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_ratio,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-origin_q124,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_milli,ow_gpushare80-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_6ee0-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-bellman_ratio
1081190.68,22.47,8.88,291598.82,6.06
1081370.39,22.47,8.88,291590.76,6.06
1081550.09,22.48,8.89,291590.76,6.06
1081414.19,22.48,8.89,291590.76,6.06
1081652.87,22.49,8.9,291598.32,6.06
1081832.58,22.49,8.9,291637.21,6.06
1082073.15,22.5,8.91,291636.83,6.06
1082232.83,22.51,8.91,291636.83,6.06
1082096.92,22.51,8.92,291636.83,6.07
1081778.09,22.5,8.91,291399.8,6.06
1081828.54,22.51,8.92,291399.8,6.06
1081692.63,22.51,8.92,291399.8,6.06
1081743.08,22.51,8.92,291855.79,6.07
1081958.74,22.52,8.93,291915.94,6.08
1081958.74,22.52,8.93,291675.22,6.07
1082138.45,22.53,8.94,291757.85,6.07
1082002.54,22.53,8.94,293140.49,6.1
1082328.51,22.54,8.95,293194.93,6.11
1082567.19,22.55,8.95,293194.93,6.11
1082617.64,22.55,8.96,293194.93,6.11
1082668.09,22.55,8.96,293194.88,6.11
1082853.75,22.56,8.97,293687.94,6.12
1082901.11,22.57,8.98,293346.23,6.11
1083080.82,22.57,8.98,293374.62,6.11
1083240.5,22.58,8.99,293374.62,6.11
1083290.94,22.58,8.99,293373.17,6.12
1083496.33,22.59,9.0,293373.17,6.12
1083360.43,22.59,9.0,293372.75,6.12
1083233.93,22.59,9.0,293421.4,6.12
1083098.02,22.59,9.0,293603.76,6.12
1083277.72,22.6,9.01,293672.82,6.13
1083328.17,22.6,9.01,293672.82,6.13
1083218.53,22.6,9.01,292990.14,6.11
1083268.98,22.61,9.02,293215.01,6.12
1083268.98,22.61,9.02,293117.41,6.12
1083319.43,22.61,9.02,293116.38,6.12
1083252.52,22.62,9.02,292911.52,6.12
1083432.23,22.62,9.03,294246.94,6.14
1083482.68,22.63,9.04,294246.89,6.14
1083533.12,22.63,9.04,294245.27,6.15
1083583.57,22.64,9.05,294234.52,6.15
1083634.02,22.64,9.05,294229.23,6.15
1083830.59,22.65,9.06,294228.85,6.15
1084027.16,22.65,9.06,294164.61,6.15
1083900.66,22.65,9.06,294011.86,6.14
1083951.1,22.66,9.07,294011.81,6.15
1083815.2,22.66,9.07,294009.11,6.15
1083865.65,22.66,9.07,294226.48,6.15
1084106.22,22.67,9.08,294226.06,6.15
1084156.67,22.67,9.08,294224.35,6.15
1084207.11,22.68,9.09,294224.35,6.15
1084386.82,22.69,9.09,294223.97,6.16
1084656.42,22.69,9.1,294275.79,6.16
1085072.86,22.7,9.11,295766.58,6.19
1085123.31,22.71,9.12,295908.52,6.19
1085123.31,22.71,9.12,295779.08,6.19
1085173.76,22.71,9.12,295786.68,6.19
1085333.44,22.72,9.13,295786.68,6.19
1085197.53,22.72,9.13,295768.97,6.19
1085371.28,22.73,9.13,295807.73,6.19
1085235.37,22.73,9.14,295793.81,6.19
1084942.37,22.72,9.13,295524.81,6.19
1084942.37,22.72,9.13,295925.98,6.2
1086616.74,22.76,9.17,295217.67,6.18
1086480.83,22.76,9.17,295739.19,6.2
1086480.83,22.76,9.17,295746.3,6.2
1086344.93,22.77,9.17,296687.03,6.22
1086530.59,22.77,9.18,296685.42,6.22
1086727.15,22.78,9.19,296686.88,6.22
1086611.9,22.78,9.19,296683.43,6.22
1086791.6,22.78,9.19,296683.4,6.22
1086842.05,22.79,9.2,296825.34,6.22
1086892.5,22.79,9.2,296870.3,6.23
1087131.19,22.8,9.21,296850.58,6.23
1087336.58,22.81,9.22,297286.77,6.24
1087387.03,22.81,9.22,297285.72,6.24
1087583.59,22.82,9.23,297278.19,6.24
1087634.04,22.82,9.23,297278.19,6.24
1087830.61,22.83,9.24,297280.48,6.24
1087694.7,22.83,9.24,297333.3,6.24
1087747.9,22.83,9.24,297334.81,6.24
1087747.9,22.83,9.24,297387.45,6.24
1087907.58,22.84,9.25,297387.45,6.24
1087958.03,22.84,9.25,297387.4,6.24
1088203.49,22.85,9.26,297423.29,6.25
1088406.88,22.86,9.27,299982.18,6.3
1088406.88,22.86,9.27,299843.74,6.3
1088155.31,22.85,9.26,299537.22,6.29
1088205.76,22.86,9.27,299523.47,6.29
1088043.63,22.86,9.27,299417.41,6.29
1087793.97,22.85,9.26,298978.05,6.28
1087973.68,22.86,9.27,299041.96,6.28
1087973.68,22.86,9.27,299041.54,6.28
1088219.14,22.87,9.27,299041.54,6.28
1088415.71,22.87,9.28,299041.54,6.28
1088257.02,22.87,9.28,298951.52,6.28
1088453.59,22.88,9.28,298995.27,6.28
1088633.3,22.88,9.29,299098.43,6.29
1088813.0,22.89,9.3,299098.27,6.29
1088972.68,22.89,9.3,299131.45,6.29
1089702.46,22.91,9.32,299599.01,6.3
1089882.16,22.92,9.33,299609.12,6.3
1089746.26,22.92,9.33,299619.01,6.3
1089796.71,22.92,9.33,299590.81,6.3
1089670.2,22.92,9.33,299439.47,6.3
1090127.89,22.94,9.34,299234.12,6.3
1090307.59,22.94,9.35,299234.12,6.3
1090487.3,22.95,9.36,299233.7,6.3
1090537.75,22.95,9.36,299224.87,6.3
1090717.45,22.96,9.37,299375.32,6.3
1090466.16,22.95,9.36,299375.32,6.3
1090516.6,22.96,9.37,299374.95,6.3
1090516.6,22.96,9.37,299470.89,6.31
1090732.27,22.97,9.38,299675.9,6.31
1090891.94,22.97,9.38,299710.95,6.31
1091071.65,22.98,9.39,299776.2,6.31
1091071.65,22.98,9.39,299863.62,6.32
1091122.1,22.98,9.39,299696.91,6.31
1091301.8,22.99,9.4,299860.63,6.32
1091461.48,23.0,9.41,300021.05,6.32
1091621.16,23.0,9.41,299985.95,6.32
1091671.61,23.01,9.42,300112.36,6.33
1091851.31,23.01,9.42,300125.68,6.33
1092047.88,23.02,9.43,300128.2,6.33
1092098.33,23.02,9.43,300127.82,6.33
1092278.03,23.03,9.44,300127.45,6.33
1092320.61,23.03,9.44,300134.93,6.33
1092320.61,23.03,9.44,300456.84,6.34
1092500.32,23.04,9.45,300456.84,6.34
1092244.71,23.04,9.44,300446.34,6.34
1092237.09,23.04,9.44,300508.06,6.34
1092287.54,23.04,9.45,300501.09,6.34
1092337.99,23.05,9.45,300723.63,6.34
1092750.39,23.06,9.47,300866.22,6.35
1092930.09,23.06,9.47,301461.17,6.36
1093109.8,23.07,9.48,301567.03,6.36
1093239.31,23.07,9.48,301557.77,6.36
1093103.4,23.08,9.48,301630.55,6.37
1093283.11,23.08,9.49,301667.69,6.37
1093333.56,23.09,9.5,301694.38,6.37
1093213.55,23.09,9.5,301643.27,6.37
1093264.0,23.09,9.5,301643.22,6.37
1093264.0,23.09,9.5,301622.27,6.37
1093008.39,23.09,9.5,301534.24,6.37
1093058.84,23.09,9.5,301534.24,6.37
1093109.29,23.1,9.51,301526.29,6.37
1093159.74,23.1,9.51,301823.69,6.38
1093339.44,23.11,9.52,301837.31,6.38
1093519.15,23.12,9.52,301955.09,6.38
1093698.85,23.12,9.53,301966.03,6.38
1093749.3,23.13,9.54,301893.54,6.38
1093945.87,23.13,9.54,301893.54,6.38
1094105.55,23.14,9.55,301893.54,6.38
1094156.0,23.14,9.55,301893.54,6.39
1094394.68,23.15,9.56,302567.67,6.4
1094574.39,23.16,9.57,302567.67,6.4
1094574.39,23.16,9.57,302567.67,6.4
1094754.09,23.16,9.57,302576.53,6.4
1094754.09,23.16,9.57,302569.58,6.4
1094804.54,23.17,9.58,302556.39,6.4
1094804.54,23.17,9.58,302576.91,6.4
1095001.11,23.17,9.58,302576.54,6.4
1095374.9,23.18,9.59,302630.64,6.41
1095571.46,23.19,9.6,302664.85,6.41
1095751.17,23.2,9.6,302918.42,6.41
1095956.56,23.2,9.61,303242.4,6.42
1096136.26,23.21,9.62,303266.75,6.42
1096341.65,23.22,9.62,303072.88,6.42
1096521.36,23.22,9.63,303121.24,6.42
1096571.81,23.23,9.64,303121.45,6.42
1096622.26,23.23,9.64,303121.45,6.42
1096672.71,23.24,9.65,303121.45,6.42
1096869.27,23.24,9.65,303285.07,6.43
1097048.98,23.25,9.66,303284.7,6.43
1097099.43,23.25,9.66,303342.69,6.43
1097259.11,23.26,9.67,303342.69,6.43
1097123.2,23.26,9.67,303447.82,6.43
1096987.29,23.26,9.67,303402.35,6.43
1097193.19,23.27,9.68,303369.57,6.43
1097372.89,23.28,9.69,303999.96,6.45
1097552.6,23.28,9.69,303999.96,6.45
1097603.05,23.29,9.7,303999.96,6.45
1097782.75,23.3,9.7,303999.96,6.45
1097962.46,23.3,9.71,303999.96,6.45
1098122.14,23.31,9.72,304804.06,6.47
1098318.7,23.31,9.72,304803.64,6.47
1098504.36,23.32,9.73,304819.3,6.47
1098368.45,23.32,9.73,305008.75,6.48
1099593.87,23.35,9.76,305078.84,6.48
1099457.96,23.36,9.76,305164.17,6.48
1099696.65,23.36,9.77,305090.52,6.48
1099747.1,23.37,9.78,305050.72,6.48
1099926.8,23.37,9.78,305058.95,6.48
1100165.49,23.38,9.79,305050.09,6.48
1100165.49,23.38,9.79,305050.09,6.48
1100215.94,23.39,9.8,305242.55,6.49
1100080.03,23.39,9.8,305242.55,6.49
1100051.59,23.39,9.8,305343.1,6.49
1100102.04,23.4,9.8,305340.71,6.49
1100152.49,23.4,9.81,305340.71,6.49
1100393.06,23.41,9.82,305340.29,6.5
1100552.73,23.41,9.82,305434.51,6.5
1100552.73,23.41,9.82,305609.69,6.5
1100552.73,23.41,9.82,305609.27,6.5
1100552.73,23.41,9.82,305540.85,6.5
1100603.18,23.42,9.83,305536.43,6.5
1100645.31,23.42,9.83,305726.46,6.51
1100695.75,23.43,9.84,306116.38,6.51
1100950.19,23.44,9.84,306324.08,6.52
1100950.19,23.44,9.84,306261.29,6.52
1100814.29,23.44,9.85,306366.43,6.52
1100993.99,23.44,9.85,306366.01,6.52
1101029.51,23.44,9.85,307536.69,6.55
1100967.65,23.45,9.86,307634.23,6.55
1101164.22,23.45,9.86,307813.21,6.56
1101164.22,23.45,9.86,307812.82,6.56
1101323.9,23.46,9.87,307842.53,6.56
1101374.35,23.46,9.87,307842.53,6.56
1101424.8,23.47,9.88,307933.99,6.56
1101621.36,23.48,9.88,307935.86,6.56
1101577.02,23.48,9.89,308097.73,6.57
1101577.02,23.48,9.89,307858.48,6.56
1101577.02,23.48,9.89,307876.24,6.56
1101756.73,23.48,9.89,307876.24,6.56
1101916.41,23.49,9.9,307893.12,6.56
1101966.86,23.49,9.9,308141.25,6.57
1102017.31,23.5,9.91,308141.25,6.57
1101656.86,23.5,9.91,307894.08,6.57
1101656.86,23.5,9.91,307868.82,6.57
1101520.95,23.5,9.91,307981.7,6.57
1101680.63,23.5,9.91,308174.28,6.57
1101524.65,23.5,9.91,308050.21,6.57
1101567.23,23.5,9.91,308061.83,6.57
1101752.89,23.51,9.92,308081.11,6.57
1101643.25,23.51,9.92,308138.69,6.58
1103360.78,23.55,9.96,308640.07,6.59
1103540.49,23.55,9.96,308681.14,6.59
1103540.49,23.55,9.96,308569.52,6.59
1103583.07,23.56,9.96,307478.68,6.56
1103337.45,23.55,9.96,307222.28,6.56
1103337.45,23.55,9.96,307277.06,6.56
1103201.55,23.55,9.96,307277.06,6.56
1103417.21,23.56,9.97,307329.29,6.56
1103467.66,23.57,9.98,307330.31,6.56
1103547.96,23.57,9.98,310392.21,6.63
1103598.41,23.58,9.99,310392.21,6.63
1103648.86,23.58,9.99,310392.21,6.63
1103808.54,23.59,10.0,311048.34,6.65
1103858.99,23.59,10.0,311048.29,6.65
1104018.67,23.6,10.01,311096.17,6.65
1104018.67,23.6,10.01,311096.17,6.65
1103882.76,23.6,10.01,311112.07,6.65
1103933.21,23.61,10.02,311434.57,6.66
1104148.87,23.61,10.02,311507.81,6.66
1104007.56,23.62,10.03,311523.11,6.66
1104167.23,23.62,10.03,311523.11,6.66
1104167.23,23.62,10.03,311523.11,6.66
1104167.23,23.62,10.03,311699.52,6.67
1104326.91,23.63,10.04,311730.3,6.67
1104523.48,23.64,10.04,311731.3,6.67
1104523.48,23.64,10.04,311601.18,6.67
1104185.04,23.63,10.04,311211.85,6.66
1104235.49,23.64,10.05,311205.1,6.66
1104235.49,23.64,10.05,311018.17,6.66
1104395.16,23.64,10.05,311021.97,6.66
1104259.26,23.65,10.06,311182.51,6.66
1104438.96,23.65,10.06,311465.42,6.67
1104489.41,23.66,10.07,311465.42,6.67
1104669.12,23.66,10.07,311875.33,6.68
1104719.56,23.67,10.08,312041.17,6.69
1104879.24,23.68,10.08,312135.39,6.69
1104879.24,23.68,10.08,311930.54,6.68
1105046.74,23.68,10.09,311931.16,6.68
1105226.45,23.69,10.1,311931.16,6.69
1105090.54,23.69,10.1,311938.78,6.69
1105282.09,23.7,10.1,312050.78,6.69
1105478.65,23.7,10.11,312363.74,6.7
1105658.36,23.71,10.12,312421.74,6.7
1105838.06,23.71,10.12,312421.36,6.7
1106017.77,23.72,10.13,312434.48,6.7
1106060.35,23.72,10.13,312433.18,6.7
1106060.35,23.72,10.13,312288.8,6.7
1106246.01,23.73,10.14,312288.38,6.7
1106425.71,23.73,10.14,312291.2,6.7
1106611.37,23.74,10.15,312569.27,6.71
1106475.47,23.74,10.15,312644.8,6.71
1106657.37,23.75,10.16,313016.0,6.72
1106521.46,23.75,10.16,312968.78,6.72
1106701.16,23.76,10.17,312968.78,6.72
1106686.2,23.76,10.17,313174.61,6.72
1106686.2,23.76,10.17,313089.09,6.72
1106865.9,23.76,10.17,313215.37,6.72
1107045.61,23.77,10.18,313218.32,6.73
1107225.31,23.78,10.19,313210.27,6.73
1107275.76,23.78,10.19,313210.27,6.73
1107455.47,23.79,10.2,313468.01,6.73
1107455.47,23.79,10.2,313468.01,6.73
1107455.47,23.79,10.2,313318.62,6.73
1107635.17,23.79,10.2,313324.11,6.73
1107850.83,23.8,10.21,313375.44,6.73
1108047.4,23.81,10.22,313375.07,6.73
1108047.4,23.81,10.22,313373.05,6.73
1108097.85,23.81,10.22,313438.91,6.74
1108097.85,23.81,10.22,313580.87,6.74
1108277.55,23.82,10.23,314133.33,6.75
1108141.65,23.82,10.23,314296.8,6.76
1108141.65,23.82,10.23,314296.43,6.76
1108321.35,23.83,10.24,314780.39,6.77
1108371.8,23.83,10.24,314769.43,6.77
1108371.8,23.83,10.24,314630.98,6.77
1108235.89,23.83,10.24,314634.87,6.77
1108286.34,23.84,10.25,314634.49,6.77
1108525.03,23.85,10.26,314634.49,6.77
1108525.03,23.85,10.26,314511.03,6.77
1108575.48,23.85,10.26,314511.03,6.77
1108780.87,23.86,10.27,314490.54,6.77
1108780.87,23.86,10.27,314467.5,6.77
1108780.87,23.86,10.27,314635.4,6.77
1108831.32,23.87,10.27,314635.4,6.77
1108881.77,23.87,10.28,314635.4,6.77
1108932.22,23.88,10.29,314635.02,6.77
1109117.88,23.88,10.29,314638.95,6.78
1109314.44,23.89,10.3,314663.7,6.78
1109470.41,23.9,10.3,314476.06,6.77
1109470.41,23.9,10.3,314664.92,6.78
1109666.98,23.9,10.31,314704.75,6.78
1109717.43,23.91,10.32,314704.75,6.78
1109897.13,23.91,10.32,314704.75,6.78
1109761.23,23.92,10.32,314894.23,6.79
1109811.67,23.92,10.33,314671.31,6.78
1109774.9,23.92,10.33,314667.89,6.78
1109231.27,23.93,10.34,314885.47,6.79
1109410.98,23.94,10.35,314936.66,6.79
1109590.68,23.94,10.35,314936.66,6.8
1109641.13,23.95,10.36,315154.03,6.8
1109837.7,23.95,10.36,317228.45,6.85
1110005.2,23.96,10.37,317226.87,6.85
1110005.2,23.96,10.37,317226.87,6.85
1110055.65,23.96,10.37,317226.87,6.85
1110294.34,23.97,10.38,317287.64,6.85
1110158.43,23.97,10.38,317287.6,6.85
1110208.88,23.98,10.39,317290.06,6.85
1110388.58,23.99,10.39,317294.41,6.85
1110252.68,23.99,10.4,317278.31,6.86
1110491.36,24.0,10.41,317300.1,6.86
1111016.47,24.01,10.42,317798.38,6.87
1111066.92,24.02,10.43,317798.38,6.87
1110810.45,24.01,10.42,317707.61,6.87
1110674.54,24.02,10.43,317847.11,6.87
1110871.11,24.02,10.43,317854.03,6.87
1110615.49,24.02,10.43,317855.98,6.87
1110795.2,24.03,10.44,317900.92,6.88
1110529.61,24.02,10.43,317753.85,6.87
1110580.06,24.03,10.44,317747.53,6.87
1110759.77,24.03,10.44,317798.26,6.88
1110723.0,24.03,10.44,317486.89,6.87
1110723.0,24.03,10.44,317486.89,6.87
1110773.45,24.04,10.45,317492.32,6.87
1110970.01,24.05,10.45,317491.9,6.87
1110970.01,24.05,10.45,317574.14,6.87
1110834.1,24.05,10.46,317561.31,6.87
1110806.63,24.05,10.46,317234.97,6.87
1110986.33,24.05,10.46,317346.02,6.87
1111036.78,24.06,10.47,317345.08,6.87
1110900.88,24.06,10.47,317815.05,6.88
1110900.88,24.06,10.47,317837.1,6.88
1111080.58,24.07,10.48,317926.04,6.89
1111080.58,24.07,10.48,317926.04,6.89
1111131.03,24.07,10.48,317925.64,6.89
1111184.23,24.08,10.48,317942.84,6.89
1111184.23,24.08,10.48,317770.77,6.88
1111234.68,24.08,10.49,317770.77,6.89
1112101.48,24.1,10.51,317957.12,6.89
1112306.87,24.11,10.52,318037.38,6.89
1112552.33,24.12,10.53,318040.01,6.89
1112732.04,24.12,10.53,318048.05,6.89
1112911.74,24.13,10.54,321372.79,6.97
1112660.18,24.13,10.54,322022.69,6.98
1112660.18,24.13,10.54,321869.53,6.98
1112900.75,24.13,10.54,322125.25,6.99
1113086.41,24.14,10.55,322139.44,6.99
1113266.11,24.15,10.55,322235.38,6.99
1113353.88,24.15,10.56,322175.74,6.99
1113353.88,24.15,10.56,322412.61,6.99
1113098.27,24.15,10.56,322245.24,6.99
1113148.72,24.15,10.56,322493.38,7.0
1113148.72,24.15,10.56,322460.85,7.0
1113328.42,24.16,10.57,322460.47,7.0
1113573.88,24.17,10.58,322462.49,7.0
1113753.59,24.17,10.58,322462.46,7.0
1113753.59,24.17,10.58,322955.81,7.01
1113969.25,24.18,10.59,322966.14,7.01
1113833.34,24.18,10.59,322274.22,7.0
1113697.44,24.18,10.59,322278.15,7.0
1113943.21,24.19,10.6,322291.22,7.0
1114102.89,24.2,10.61,322291.22,7.0
1114153.34,24.21,10.62,322483.68,7.01
1114358.73,24.21,10.62,322537.2,7.01
1114222.82,24.22,10.63,322537.2,7.01
1114086.91,24.22,10.63,322544.43,7.01
1113831.3,24.22,10.63,322654.3,7.01
1114011.01,24.22,10.63,323249.62,7.03
1114170.68,24.23,10.64,323249.1,7.03
1114221.13,24.23,10.64,323240.11,7.03
1114380.81,24.24,10.65,323857.95,7.04
1114254.31,24.24,10.65,323715.98,7.04
1114413.99,24.25,10.66,324248.74,7.06
1114599.65,24.25,10.66,324054.54,7.05
1114463.74,24.26,10.67,324044.83,7.05
1114463.74,24.26,10.67,324044.83,7.05
1114623.42,24.26,10.67,324154.57,7.06
1114623.42,24.26,10.67,324154.57,7.06
1114623.42,24.26,10.67,324154.57,7.06
1114623.42,24.26,10.67,325046.97,7.08
1114623.42,24.26,10.67,325082.48,7.08
1114487.51,24.27,10.68,325128.01,7.08
1114537.96,24.27,10.68,325128.01,7.08
1114753.62,24.28,10.69,325207.94,7.08
1114950.19,24.28,10.69,325218.56,7.08
1115129.89,24.29,10.7,325210.51,7.08
1115180.34,24.3,10.71,325214.01,7.09
1115044.44,24.3,10.71,325156.67,7.09
1115094.88,24.3,10.71,325156.62,7.09
1115335.45,24.31,10.72,325345.23,7.09
1115385.9,24.32,10.72,325580.31,7.1
1115624.59,24.32,10.73,325579.89,7.1
1115667.17,24.33,10.73,325631.51,7.1
1117488.53,24.36,10.77,331677.79,7.23
1117668.24,24.37,10.78,331677.79,7.23
1117718.69,24.38,10.79,331677.79,7.23
1117769.14,24.38,10.79,331677.42,7.23
1117948.84,24.39,10.8,331677.42,7.24
1118657.81,24.41,10.82,333144.28,7.27
1118966.72,24.42,10.83,333190.49,7.27
1118842.65,24.42,10.83,333117.31,7.27
1118885.23,24.42,10.83,332971.96,7.27
1119044.91,24.43,10.84,333021.37,7.27
1119224.61,24.43,10.84,332999.69,7.27
1118983.05,24.43,10.84,332757.33,7.27
1119162.75,24.44,10.85,332766.22,7.27
1119162.75,24.44,10.85,332765.8,7.27
1119359.32,24.44,10.85,332784.23,7.27
1119539.02,24.45,10.86,332784.23,7.27
1119735.59,24.46,10.86,332801.96,7.27
1119599.68,24.46,10.87,332801.96,7.27
1119773.43,24.46,10.87,332815.42,7.27
1119953.14,24.47,10.88,332815.05,7.27
1120138.8,24.48,10.89,332815.05,7.27
1120138.8,24.48,10.89,332945.75,7.28
1120335.36,24.48,10.89,332945.37,7.28
1120335.36,24.48,10.89,333107.81,7.28
1120377.94,24.49,10.89,332962.46,7.28
1120122.33,24.48,10.89,332875.06,7.28
1120327.72,24.49,10.9,334468.63,7.31
1120487.4,24.5,10.91,334562.85,7.31
1120647.08,24.5,10.91,334559.15,7.32
1120826.78,24.51,10.92,334770.25,7.32
1120877.23,24.52,10.92,334770.25,7.32
1121073.8,24.52,10.93,334839.28,7.32
1121270.36,24.53,10.94,334838.86,7.32
1121134.46,24.53,10.94,335060.31,7.33
1120998.55,24.53,10.94,335050.91,7.33
1120742.07,24.53,10.94,334577.09,7.32
1120921.78,24.54,10.95,334569.04,7.32
1121118.34,24.54,10.95,334569.04,7.32
1120956.22,24.54,10.95,334334.15,7.32
1121161.61,24.55,10.96,334342.21,7.32
1121400.29,24.56,10.97,335026.53,7.34
1121264.39,24.56,10.97,335026.53,7.34
1121444.09,24.57,10.97,335127.14,7.34
1121444.09,24.57,10.97,335055.52,7.34
1121603.77,24.57,10.98,335045.81,7.34
1121567.0,24.57,10.98,334957.62,7.34
1121623.11,24.58,10.99,334440.86,7.33
1121487.2,24.58,10.99,334350.43,7.33
1121389.57,24.58,10.99,334437.61,7.33
1121225.56,24.58,10.99,334491.62,7.33
1121276.01,24.59,11.0,334626.23,7.34
1121326.46,24.59,11.0,334851.11,7.34
1121523.02,24.6,11.01,334885.32,7.34
1121573.47,24.6,11.01,334885.32,7.35
1121631.39,24.61,11.02,334844.34,7.35
1121495.48,24.61,11.02,334975.22,7.35
1121675.19,24.62,11.03,335014.3,7.35
1121915.76,24.62,11.03,335017.14,7.35
1121779.85,24.63,11.04,335351.91,7.36
1121830.3,24.63,11.04,335351.91,7.36
1122010.0,24.64,11.05,335336.04,7.36
1122060.45,24.64,11.05,335338.93,7.37
1122060.45,24.64,11.05,335338.93,7.37
1121950.81,24.64,11.05,335682.94,7.37
1122130.52,24.65,11.06,335696.26,7.37
1122130.52,24.65,11.06,335695.91,7.37
1121994.61,24.65,11.06,335657.22,7.37
1122180.27,24.66,11.07,335682.51,7.38
1122180.27,24.66,11.07,335635.31,7.38
1121924.66,24.66,11.06,335634.47,7.38
1121827.02,24.66,11.07,335478.62,7.37
1122018.7,24.66,11.07,335487.45,7.37
1122215.27,24.67,11.08,335490.12,7.37
1122394.97,24.67,11.08,335467.08,7.37
1122394.97,24.67,11.08,335467.08,7.37
1122633.66,24.68,11.09,335473.05,7.38
1122437.67,24.68,11.09,335473.05,7.38
1122437.67,24.68,11.09,335349.58,7.37
1122617.38,24.69,11.1,335604.89,7.38
1122617.38,24.69,11.1,335466.51,7.38
1122777.05,24.69,11.1,335469.47,7.38
1122667.41,24.69,11.1,335377.43,7.38
1122868.92,24.7,11.11,336917.49,7.41
1122693.33,24.7,11.11,336667.64,7.41
1122595.69,24.7,11.11,336502.64,7.4
1122646.14,24.7,11.11,336502.64,7.4
1122696.59,24.71,11.12,336505.12,7.41
1122856.27,24.71,11.12,336543.47,7.41
1122906.72,24.72,11.13,336547.65,7.41
1122878.28,24.72,11.13,336545.64,7.41
1122612.69,24.72,11.13,336374.76,7.41
1122612.69,24.72,11.13,336384.4,7.41
1122858.15,24.72,11.13,336384.4,7.41
1122722.24,24.73,11.14,336289.4,7.41
1122722.24,24.73,11.14,336289.4,7.41
1122901.95,24.73,11.14,336288.98,7.41
1123081.65,24.74,11.15,336496.84,7.41
1123132.1,24.75,11.15,336495.38,7.41
1123182.55,24.75,11.16,336497.22,7.42
1122926.94,24.75,11.16,336588.53,7.42
1122926.94,24.75,11.16,336910.2,7.42
1123195.95,24.76,11.16,336860.34,7.42
1123606.16,24.77,11.18,336874.26,7.43
1123656.61,24.77,11.18,336873.88,7.43
1123707.06,24.78,11.19,336943.9,7.43
1123550.71,24.77,11.18,336812.72,7.43
1123419.26,24.77,11.18,336884.98,7.43
1123469.71,24.78,11.19,336887.67,7.43
1123649.41,24.79,11.2,336887.67,7.43
1123809.09,24.79,11.2,336887.67,7.43
1123988.79,24.8,11.21,336907.0,7.43
1124168.5,24.81,11.22,336917.51,7.43
1124032.59,24.81,11.22,336826.95,7.43
1124212.3,24.82,11.22,337116.07,7.44
1124262.75,24.82,11.23,337116.07,7.44
1124313.2,24.83,11.24,337116.07,7.44
1124492.9,24.83,11.24,337116.07,7.44
1124543.35,24.84,11.25,337834.78,7.46
1124297.74,24.84,11.25,338082.73,7.47
1124494.3,24.84,11.25,338097.95,7.47
1124544.75,24.85,11.26,338097.9,7.47
1124289.14,24.84,11.25,337877.16,7.47
1124150.14,24.85,11.26,337039.5,7.45
1124200.59,24.85,11.26,337048.89,7.45
1124360.27,24.86,11.27,337355.37,7.46
1124224.36,24.86,11.27,337228.77,7.46
1124384.04,24.87,11.28,337484.09,7.46
1124434.49,24.87,11.28,337484.09,7.47
1124484.94,24.88,11.29,337484.04,7.47
1124484.94,24.88,11.29,337484.04,7.47
1124535.39,24.89,11.3,337991.91,7.48
1124585.84,24.89,11.3,337983.44,7.48
1124745.52,24.9,11.31,337967.93,7.48
1124942.08,24.9,11.31,337957.91,7.48
1124992.53,24.91,11.32,337958.83,7.48
1124992.53,24.91,11.32,337909.42,7.48
1124992.53,24.91,11.32,337898.04,7.48
1126131.68,24.94,11.35,339163.51,7.51
1126377.14,24.95,11.36,339231.09,7.51
1126556.85,24.95,11.36,339231.06,7.51
1127083.51,24.97,11.38,339236.8,7.51
1127133.96,24.97,11.38,339236.8,7.52
1127319.62,24.98,11.39,339147.85,7.52
1127370.07,24.99,11.39,338990.77,7.51
1127118.78,24.98,11.39,338843.25,7.51
1126982.87,24.98,11.39,338842.79,7.51
1127033.32,24.99,11.4,338916.64,7.51
1126782.02,24.99,11.4,338916.64,7.52
1126961.73,24.99,11.4,338916.64,7.52
1127012.18,25.0,11.41,338991.9,7.52
1126804.04,25.0,11.4,338865.19,7.52
1126795.37,25.0,11.41,338613.35,7.51
1126767.9,25.0,11.41,338999.16,7.52
1126973.29,25.01,11.42,339051.79,7.52
1127213.86,25.01,11.42,339051.79,7.52
1127393.56,25.02,11.43,339051.82,7.52
1127444.01,25.03,11.43,339171.44,7.53
1127178.42,25.02,11.43,338970.91,7.52
1127228.87,25.03,11.44,338970.91,7.53
1127408.58,25.03,11.44,339000.97,7.53
1128127.67,25.05,11.46,339560.73,7.54
1128307.38,25.06,11.47,339560.73,7.54
1128214.15,25.06,11.47,339518.16,7.54
