ow,dr,tn,ts,if,ccmd,policy,de,gs,scmd,unscheduled,origin_pods,memory_init_schedule,gpu_init_schedule,milli_gpu_init_schedule,memory_amount_init_schedule,gpu_amount_init_schedule,milli_gpu_amount_init_schedule,q1_lack_both_init_schedule,q2_lack_gpu_init_schedule,q3_satisfied_init_schedule,q4_lack_cpu_init_schedule,xl_satisfied_init_schedule,xr_lack_cpu_init_schedule,no_access_init_schedule,frag_gpu_milli_init_schedule,memory_total,gpu_total,milli_gpu_total
default,0.0,1.3,42,1.0,7bf9,FGD1000desharemdaf9c,share,FGDScore,af9c,2532,8152,62.3,99.6,95.3,328998433325056.0,6189.0,5919410.0,47.31,29.35,0.42,9.32,2.07,11.53,0.0,99.58,528302452244480.0,6212.0,6212000.0
